season,year,month,hour,holiday,weekday,workingday,weather,temp,feel_temp,humidity,windspeed,count
spring,2011,1,19,0,1,1,clear,8.200000000000001,12.879999999999999,0.47,0.0,110
spring,2011,1,20,0,1,1,clear,8.200000000000001,11.365,0.47,7.0015,52
spring,2011,1,21,0,1,1,clear,7.38,9.85,0.64,8.9981,52
spring,2011,1,22,0,1,1,clear,5.74,7.575,0.69,8.9981,20
spring,2011,1,23,0,1,1,clear,7.38,10.605,0.55,7.0015,12
spring,2011,1,0,0,2,1,clear,6.5600000000000005,9.09,0.55,7.0015,5
spring,2011,1,1,0,2,1,clear,6.5600000000000005,9.09,0.59,7.0015,2
spring,2011,1,2,0,2,1,clear,5.74,7.575,0.63,8.9981,1
spring,2011,1,4,0,2,1,clear,5.74,9.09,0.63,6.0032,2
spring,2011,1,5,0,2,1,clear,4.92,7.575,0.68,7.0015,4
spring,2011,1,6,0,2,1,clear,4.92,7.575,0.74,7.0015,36
spring,2011,1,7,0,2,1,clear,4.92,7.575,0.74,8.9981,94
spring,2011,1,8,0,2,1,clear,5.74,7.575,0.69,11.0014,179
spring,2011,1,9,0,2,1,clear,6.5600000000000005,7.575,0.64,15.001299999999999,100
spring,2011,1,10,0,2,1,misty,6.5600000000000005,6.819999999999999,0.69,22.0028,42
spring,2011,1,11,0,2,1,clear,9.02,10.605,0.51,19.999499999999998,57
spring,2011,1,12,0,2,1,clear,9.02,11.365,0.51,11.0014,78
spring,2011,1,13,0,2,1,clear,9.84,11.365,0.56,12.998,97
spring,2011,1,14,0,2,1,clear,10.66,12.879999999999999,0.52,15.001299999999999,63
spring,2011,1,15,0,2,1,clear,11.48,13.635,0.52,16.997899999999998,65
spring,2011,1,16,0,2,1,clear,12.299999999999999,14.395,0.49,16.997899999999998,83
spring,2011,1,17,0,2,1,clear,11.48,13.635,0.48,15.001299999999999,212
spring,2011,1,18,0,2,1,clear,10.66,12.879999999999999,0.48,12.998,182
spring,2011,1,19,0,2,1,clear,9.84,12.879999999999999,0.48,7.0015,112
spring,2011,1,20,0,2,1,clear,9.84,12.879999999999999,0.48,7.0015,54
spring,2011,1,21,0,2,1,clear,9.02,13.635,0.64,0.0,48
spring,2011,1,22,0,2,1,clear,9.02,12.879999999999999,0.64,6.0032,35
spring,2011,1,23,0,2,1,clear,8.200000000000001,11.365,0.69,6.0032,11
spring,2011,1,0,0,3,1,clear,8.200000000000001,12.879999999999999,0.64,0.0,6
spring,2011,1,1,0,3,1,clear,6.5600000000000005,9.85,0.74,6.0032,6
spring,2011,1,2,0,3,1,clear,6.5600000000000005,9.85,0.74,6.0032,2
spring,2011,1,4,0,3,1,clear,9.84,11.365,0.48,15.001299999999999,2
spring,2011,1,5,0,3,1,clear,9.02,11.365,0.47,11.0014,3
spring,2011,1,6,0,3,1,clear,8.200000000000001,9.85,0.47,15.001299999999999,33
spring,2011,1,7,0,3,1,clear,7.38,9.09,0.43,12.998,88
spring,2011,1,8,0,3,1,clear,8.200000000000001,9.09,0.4,19.999499999999998,195
spring,2011,1,9,0,3,1,clear,9.02,9.85,0.37,22.0028,115
spring,2011,1,10,0,3,1,clear,9.02,9.85,0.37,22.0028,57
spring,2011,1,11,0,3,1,clear,10.66,11.365,0.33,22.0028,46
spring,2011,1,12,0,3,1,clear,10.66,11.365,0.33,22.0028,79
spring,2011,1,13,0,3,1,clear,11.48,12.879999999999999,0.3,19.999499999999998,71
spring,2011,1,14,0,3,1,clear,12.299999999999999,14.395,0.28,12.998,62
spring,2011,1,15,0,3,1,clear,12.299999999999999,14.395,0.28,12.998,62
spring,2011,1,16,0,3,1,clear,12.299999999999999,15.909999999999998,0.28,6.0032,89
spring,2011,1,17,0,3,1,clear,9.84,11.365,0.38,12.998,190
spring,2011,1,18,0,3,1,clear,9.84,12.120000000000001,0.38,8.9981,169
spring,2011,1,19,0,3,1,clear,9.84,12.879999999999999,0.38,7.0015,132
spring,2011,1,20,0,3,1,clear,9.02,11.365,0.47,11.0014,89
spring,2011,1,21,0,3,1,clear,8.200000000000001,9.85,0.51,12.998,43
spring,2011,1,22,0,3,1,clear,7.38,9.85,0.55,8.9981,42
spring,2011,1,23,0,3,1,clear,8.200000000000001,12.879999999999999,0.47,0.0,19
spring,2011,1,0,0,4,1,clear,7.38,12.120000000000001,0.55,0.0,11
spring,2011,1,1,0,4,1,clear,6.5600000000000005,11.365,0.64,0.0,4
spring,2011,1,2,0,4,1,clear,6.5600000000000005,11.365,0.64,0.0,2
spring,2011,1,4,0,4,1,misty,6.5600000000000005,9.85,0.64,6.0032,1
spring,2011,1,5,0,4,1,misty,5.74,9.09,0.69,6.0032,4
spring,2011,1,6,0,4,1,misty,5.74,8.334999999999999,0.63,7.0015,36
spring,2011,1,7,0,4,1,misty,6.5600000000000005,11.365,0.59,0.0,95
spring,2011,1,8,0,4,1,clear,6.5600000000000005,11.365,0.59,0.0,219
spring,2011,1,9,0,4,1,misty,7.38,12.120000000000001,0.51,0.0,122
spring,2011,1,10,0,4,1,clear,8.200000000000001,12.879999999999999,0.47,0.0,45
spring,2011,1,11,0,4,1,clear,9.02,12.879999999999999,0.44,6.0032,59
spring,2011,1,12,0,4,1,clear,10.66,14.395,0.35,0.0,84
spring,2011,1,13,0,4,1,clear,10.66,13.635,0.35,7.0015,67
spring,2011,1,14,0,4,1,clear,11.48,13.635,0.36,11.0014,70
spring,2011,1,15,0,4,1,clear,11.48,13.635,0.36,0.0,62
spring,2011,1,16,0,4,1,clear,10.66,12.879999999999999,0.38,11.0014,86
spring,2011,1,17,0,4,1,clear,9.02,11.365,0.51,11.0014,172
spring,2011,1,18,0,4,1,clear,9.02,11.365,0.51,8.9981,163
spring,2011,1,19,0,4,1,clear,9.02,12.879999999999999,0.55,6.0032,112
spring,2011,1,20,0,4,1,clear,8.200000000000001,10.605,0.51,11.0014,69
spring,2011,1,21,0,4,1,misty,9.02,10.605,0.55,15.001299999999999,48
spring,2011,1,22,0,4,1,misty,9.02,10.605,0.51,19.0012,52
spring,2011,1,23,0,4,1,misty,8.200000000000001,9.85,0.59,12.998,23
spring,2011,1,0,0,5,1,misty,8.200000000000001,9.85,0.64,12.998,17
spring,2011,1,1,0,5,1,misty,8.200000000000001,9.85,0.69,15.001299999999999,7
spring,2011,1,2,0,5,1,misty,8.200000000000001,9.85,0.69,15.001299999999999,1
spring,2011,1,4,0,5,1,misty,8.200000000000001,10.605,0.69,8.9981,1
spring,2011,1,5,0,5,1,rain,9.02,13.635,0.55,0.0,5
spring,2011,1,6,0,5,1,misty,8.200000000000001,12.879999999999999,0.69,0.0,34
spring,2011,1,7,0,5,1,clear,8.200000000000001,10.605,0.69,8.9981,84
spring,2011,1,8,0,5,1,clear,8.200000000000001,9.85,0.51,16.997899999999998,210
spring,2011,1,9,0,5,1,clear,8.200000000000001,9.09,0.47,19.999499999999998,134
spring,2011,1,10,0,5,1,clear,9.02,9.85,0.37,22.0028,63
spring,2011,1,11,0,5,1,misty,8.200000000000001,9.85,0.4,15.001299999999999,67
spring,2011,1,12,0,5,1,misty,8.200000000000001,9.85,0.37,16.997899999999998,59
spring,2011,1,13,0,5,1,misty,8.200000000000001,9.09,0.37,19.0012,73
spring,2011,1,14,0,5,1,misty,8.200000000000001,9.85,0.4,16.997899999999998,50
spring,2011,1,15,0,5,1,misty,8.200000000000001,10.605,0.37,11.0014,72
spring,2011,1,16,0,5,1,misty,8.200000000000001,10.605,0.37,11.0014,87
spring,2011,1,17,0,5,1,misty,8.200000000000001,12.879999999999999,0.37,0.0,187
spring,2011,1,18,0,5,1,clear,8.200000000000001,11.365,0.4,6.0032,123
spring,2011,1,19,0,5,1,clear,6.5600000000000005,9.85,0.55,6.0032,95
spring,2011,1,20,0,5,1,clear,7.38,10.605,0.47,7.0015,51
spring,2011,1,21,0,5,1,clear,7.38,9.85,0.47,8.9981,39
spring,2011,1,22,0,5,1,misty,7.38,9.85,0.43,11.0014,36
spring,2011,1,23,0,5,1,misty,7.38,9.85,0.51,11.0014,15
spring,2011,1,0,0,6,0,misty,7.38,9.85,0.51,11.0014,25
spring,2011,1,1,0,6,0,misty,7.38,10.605,0.55,6.0032,16
spring,2011,1,2,0,6,0,misty,7.38,12.120000000000001,0.55,0.0,16
spring,2011,1,3,0,6,0,rain,7.38,9.85,0.55,11.0014,7
spring,2011,1,4,0,6,0,rain,7.38,9.85,0.55,11.0014,1
spring,2011,1,5,0,6,0,misty,6.5600000000000005,8.334999999999999,0.74,11.0014,5
spring,2011,1,6,0,6,0,misty,6.5600000000000005,8.334999999999999,0.74,11.0014,2
spring,2011,1,7,0,6,0,misty,6.5600000000000005,9.09,0.74,7.0015,9
spring,2011,1,8,0,6,0,rain,6.5600000000000005,9.09,0.93,7.0015,15
spring,2011,1,9,0,6,0,rain,6.5600000000000005,9.09,0.93,7.0015,20
spring,2011,1,10,0,6,0,misty,7.38,9.85,0.8,11.0014,61
spring,2011,1,11,0,6,0,misty,8.200000000000001,9.09,0.69,26.0027,62
spring,2011,1,12,0,6,0,misty,8.200000000000001,9.09,0.59,23.9994,98
spring,2011,1,13,0,6,0,clear,8.200000000000001,9.09,0.44,22.0028,102
spring,2011,1,14,0,6,0,clear,8.200000000000001,8.334999999999999,0.32,32.9975,95
spring,2011,1,15,0,6,0,clear,8.200000000000001,8.334999999999999,0.32,30.002599999999997,74
spring,2011,1,16,0,6,0,clear,7.38,6.819999999999999,0.29,30.002599999999997,76
spring,2011,1,17,0,6,0,clear,6.5600000000000005,6.0600000000000005,0.37,36.9974,69
spring,2011,1,18,0,6,0,clear,5.74,6.0600000000000005,0.39,19.999499999999998,55
spring,2011,1,19,0,6,0,clear,5.74,6.0600000000000005,0.36,16.997899999999998,30
spring,2011,1,20,0,6,0,clear,4.92,6.0600000000000005,0.36,16.997899999999998,28
spring,2011,1,21,0,6,0,clear,4.92,5.305,0.39,23.9994,37
spring,2011,1,22,0,6,0,clear,4.92,5.305,0.36,26.0027,34
spring,2011,1,23,0,6,0,clear,4.1000000000000005,3.0300000000000002,0.39,30.002599999999997,22
spring,2011,1,0,0,0,0,clear,4.1000000000000005,3.7900000000000005,0.42,26.0027,25
spring,2011,1,1,0,0,0,clear,4.1000000000000005,3.0300000000000002,0.42,31.0009,12
spring,2011,1,2,0,0,0,clear,4.1000000000000005,3.0300000000000002,0.46,31.0009,11
spring,2011,1,3,0,0,0,clear,4.1000000000000005,3.7900000000000005,0.46,27.999299999999998,4
spring,2011,1,4,0,0,0,clear,3.2800000000000002,4.545,0.53,12.998,1
spring,2011,1,5,0,0,0,clear,3.2800000000000002,4.545,0.53,12.998,1
spring,2011,1,6,0,0,0,clear,4.1000000000000005,4.545,0.49,19.0012,1
spring,2011,1,7,0,0,0,clear,3.2800000000000002,4.545,0.53,12.998,6
spring,2011,1,8,0,0,0,clear,4.1000000000000005,4.545,0.49,19.0012,10
spring,2011,1,9,0,0,0,clear,4.92,3.7900000000000005,0.46,35.0008,19
spring,2011,1,10,0,0,0,clear,5.74,5.305,0.43,26.0027,49
spring,2011,1,11,0,0,0,clear,6.5600000000000005,6.0600000000000005,0.4,35.0008,49
spring,2011,1,12,0,0,0,clear,7.38,6.819999999999999,0.37,30.002599999999997,83
spring,2011,1,13,0,0,0,clear,8.200000000000001,8.334999999999999,0.34,30.002599999999997,75
spring,2011,1,14,0,0,0,clear,9.02,9.09,0.32,31.0009,72
spring,2011,1,15,0,0,0,clear,9.02,9.85,0.35,23.9994,82
spring,2011,1,16,0,0,0,clear,8.200000000000001,8.334999999999999,0.34,30.002599999999997,92
spring,2011,1,17,0,0,0,clear,7.38,7.575,0.37,26.0027,62
spring,2011,1,18,0,0,0,clear,6.5600000000000005,6.819999999999999,0.4,22.0028,48
spring,2011,1,19,0,0,0,clear,6.5600000000000005,6.819999999999999,0.43,22.0028,41
spring,2011,1,20,0,0,0,clear,5.74,6.0600000000000005,0.46,16.997899999999998,38
spring,2011,1,21,0,0,0,clear,5.74,5.305,0.46,27.999299999999998,20
spring,2011,1,22,0,0,0,clear,5.74,6.0600000000000005,0.46,19.999499999999998,15
spring,2011,1,23,0,0,0,clear,4.92,6.819999999999999,0.5,12.998,6
spring,2011,1,0,0,1,1,clear,4.92,6.0600000000000005,0.5,19.0012,5
spring,2011,1,1,0,1,1,clear,4.92,6.0600000000000005,0.5,19.0012,1
spring,2011,1,2,0,1,1,clear,4.92,6.0600000000000005,0.5,15.001299999999999,3
spring,2011,1,3,0,1,1,clear,4.92,6.0600000000000005,0.5,15.001299999999999,1
spring,2011,1,4,0,1,1,clear,4.1000000000000005,6.0600000000000005,0.54,8.9981,3
spring,2011,1,5,0,1,1,clear,4.1000000000000005,5.305,0.54,16.997899999999998,3
spring,2011,1,6,0,1,1,clear,4.92,6.0600000000000005,0.5,19.0012,31
spring,2011,1,7,0,1,1,clear,4.92,6.0600000000000005,0.5,15.001299999999999,77
spring,2011,1,8,0,1,1,misty,4.92,6.0600000000000005,0.5,19.0012,188
spring,2011,1,9,0,1,1,misty,5.74,6.0600000000000005,0.5,16.997899999999998,94
spring,2011,1,10,0,1,1,misty,5.74,6.0600000000000005,0.5,19.999499999999998,31
spring,2011,1,11,0,1,1,misty,6.5600000000000005,6.819999999999999,0.47,19.0012,30
spring,2011,1,12,0,1,1,misty,8.200000000000001,9.09,0.4,19.0012,52
spring,2011,1,13,0,1,1,misty,8.200000000000001,9.09,0.4,19.0012,54
spring,2011,1,14,0,1,1,misty,8.200000000000001,9.85,0.4,15.001299999999999,47
spring,2011,1,15,0,1,1,misty,8.200000000000001,9.85,0.4,15.001299999999999,45
spring,2011,1,16,0,1,1,clear,8.200000000000001,10.605,0.4,8.9981,74
spring,2011,1,17,0,1,1,clear,8.200000000000001,11.365,0.4,7.0015,178
spring,2011,1,18,0,1,1,clear,8.200000000000001,9.85,0.4,15.001299999999999,155
spring,2011,1,19,0,1,1,clear,6.5600000000000005,8.334999999999999,0.47,11.0014,95
spring,2011,1,20,0,1,1,clear,6.5600000000000005,8.334999999999999,0.5,11.0014,74
spring,2011,1,21,0,1,1,clear,5.74,6.819999999999999,0.59,12.998,38
spring,2011,1,22,0,1,1,clear,5.74,7.575,0.59,11.0014,24
spring,2011,1,23,0,1,1,clear,5.74,7.575,0.59,11.0014,18
spring,2011,1,0,0,2,1,clear,5.74,8.334999999999999,0.59,7.0015,12
spring,2011,1,1,0,2,1,clear,5.74,7.575,0.59,11.0014,3
spring,2011,1,2,0,2,1,misty,6.5600000000000005,7.575,0.55,12.998,3
spring,2011,1,5,0,2,1,misty,6.5600000000000005,9.09,0.55,8.9981,6
spring,2011,1,6,0,2,1,misty,6.5600000000000005,9.09,0.55,8.9981,27
spring,2011,1,7,0,2,1,misty,6.5600000000000005,11.365,0.55,0.0,99
spring,2011,1,8,0,2,1,misty,7.38,10.605,0.51,6.0032,217
spring,2011,1,9,0,2,1,misty,7.38,9.85,0.51,11.0014,130
spring,2011,1,10,0,2,1,misty,8.200000000000001,10.605,0.51,11.0014,54
spring,2011,1,11,0,2,1,misty,8.200000000000001,10.605,0.47,8.9981,35
spring,2011,1,12,0,2,1,misty,8.200000000000001,11.365,0.51,7.0015,57
spring,2011,1,13,0,2,1,misty,8.200000000000001,11.365,0.59,6.0032,52
spring,2011,1,14,0,2,1,misty,8.200000000000001,11.365,0.59,6.0032,63
spring,2011,1,15,0,2,1,misty,6.5600000000000005,9.85,0.8,6.0032,47
spring,2011,1,16,0,2,1,misty,6.5600000000000005,7.575,0.86,15.001299999999999,76
spring,2011,1,17,0,2,1,misty,6.5600000000000005,7.575,0.86,15.001299999999999,136
spring,2011,1,18,0,2,1,rain,6.5600000000000005,9.09,0.93,7.0015,95
spring,2011,1,19,0,2,1,rain,6.5600000000000005,11.365,0.93,0.0,51
spring,2011,1,20,0,2,1,rain,6.5600000000000005,7.575,0.93,12.998,32
spring,2011,1,21,0,2,1,rain,6.5600000000000005,9.85,0.86,6.0032,20
spring,2011,1,22,0,2,1,rain,6.5600000000000005,9.09,0.93,7.0015,29
spring,2011,1,23,0,2,1,rain,6.5600000000000005,9.85,0.93,6.0032,19
spring,2011,1,0,0,3,1,misty,6.5600000000000005,9.85,0.86,6.0032,7
spring,2011,1,1,0,3,1,misty,6.5600000000000005,9.09,0.86,7.0015,6
spring,2011,1,2,0,3,1,clear,5.74,7.575,0.86,8.9981,1
spring,2011,1,5,0,3,1,clear,5.74,7.575,0.86,11.0014,5
spring,2011,1,6,0,3,1,clear,4.92,7.575,0.93,8.9981,16
spring,2011,1,7,0,3,1,clear,5.74,7.575,0.69,8.9981,54
spring,2011,1,8,0,3,1,clear,6.5600000000000005,8.334999999999999,0.59,11.0014,128
spring,2011,1,9,0,3,1,clear,6.5600000000000005,6.819999999999999,0.59,22.0028,81
spring,2011,1,10,0,3,1,clear,7.38,9.09,0.55,15.001299999999999,39
spring,2011,1,11,0,3,1,clear,8.200000000000001,9.09,0.51,26.0027,35
spring,2011,1,12,0,3,1,clear,8.200000000000001,7.575,0.47,39.000699999999995,55
spring,2011,1,13,0,3,1,clear,9.02,9.85,0.44,23.9994,49
spring,2011,1,14,0,3,1,clear,8.200000000000001,9.09,0.47,22.0028,44
spring,2011,1,15,0,3,1,clear,8.200000000000001,8.334999999999999,0.47,27.999299999999998,49
spring,2011,1,16,0,3,1,clear,9.02,9.85,0.44,22.0028,68
spring,2011,1,17,0,3,1,clear,8.200000000000001,9.09,0.47,23.9994,139
spring,2011,1,18,0,3,1,clear,8.200000000000001,7.575,0.47,35.0008,137
spring,2011,1,19,0,3,1,clear,7.38,7.575,0.47,27.999299999999998,83
spring,2011,1,20,0,3,1,clear,6.5600000000000005,6.819999999999999,0.5,22.0028,56
spring,2011,1,21,0,3,1,clear,6.5600000000000005,6.819999999999999,0.55,22.0028,57
spring,2011,1,22,0,3,1,clear,6.5600000000000005,6.0600000000000005,0.55,30.002599999999997,33
spring,2011,1,23,0,3,1,clear,5.74,5.305,0.59,27.999299999999998,20
spring,2011,1,0,0,4,1,clear,5.74,6.0600000000000005,0.59,19.0012,7
spring,2011,1,1,0,4,1,clear,5.74,6.0600000000000005,0.5,19.0012,2
spring,2011,1,2,0,4,1,clear,5.74,6.0600000000000005,0.5,23.9994,2
spring,2011,1,3,0,4,1,clear,5.74,6.0600000000000005,0.5,22.0028,3
spring,2011,1,4,0,4,1,clear,5.74,6.0600000000000005,0.5,16.997899999999998,4
spring,2011,1,5,0,4,1,clear,5.74,6.0600000000000005,0.5,19.999499999999998,3
spring,2011,1,6,0,4,1,clear,4.92,7.575,0.54,8.9981,28
spring,2011,1,7,0,4,1,clear,4.92,7.575,0.54,8.9981,72
spring,2011,1,8,0,4,1,clear,5.74,6.819999999999999,0.5,12.998,202
spring,2011,1,9,0,4,1,clear,5.74,6.0600000000000005,0.5,22.0028,139
spring,2011,1,10,0,4,1,misty,6.5600000000000005,6.819999999999999,0.5,23.9994,38
spring,2011,1,11,0,4,1,misty,8.200000000000001,8.334999999999999,0.44,30.002599999999997,37
spring,2011,1,12,0,4,1,clear,8.200000000000001,8.334999999999999,0.44,27.999299999999998,52
spring,2011,1,13,0,4,1,clear,9.02,9.85,0.41,30.002599999999997,83
spring,2011,1,14,0,4,1,clear,9.02,9.85,0.41,26.0027,42
spring,2011,1,15,0,4,1,clear,9.84,10.605,0.38,19.999499999999998,60
spring,2011,1,16,0,4,1,clear,9.84,10.605,0.38,23.9994,78
spring,2011,1,17,0,4,1,clear,8.200000000000001,9.09,0.4,19.0012,162
spring,2011,1,18,0,4,1,clear,8.200000000000001,9.09,0.4,22.0028,144
spring,2011,1,19,0,4,1,clear,6.5600000000000005,7.575,0.47,16.997899999999998,99
spring,2011,1,20,0,4,1,clear,6.5600000000000005,7.575,0.47,15.001299999999999,64
spring,2011,1,21,0,4,1,clear,5.74,6.0600000000000005,0.46,19.999499999999998,40
spring,2011,1,22,0,4,1,clear,5.74,6.0600000000000005,0.46,22.0028,30
spring,2011,1,23,0,4,1,clear,4.92,6.819999999999999,0.5,12.998,15
spring,2011,1,0,0,5,1,clear,4.92,6.819999999999999,0.5,12.998,14
spring,2011,1,1,0,5,1,clear,4.1000000000000005,6.0600000000000005,0.54,11.0014,5
spring,2011,1,2,0,5,1,clear,4.1000000000000005,6.0600000000000005,0.54,8.9981,1
spring,2011,1,3,0,5,1,clear,4.1000000000000005,6.819999999999999,0.54,7.0015,1
spring,2011,1,5,0,5,1,clear,4.1000000000000005,6.819999999999999,0.54,6.0032,8
spring,2011,1,6,0,5,1,clear,4.1000000000000005,9.09,0.54,0.0,17
spring,2011,1,7,0,5,1,clear,4.1000000000000005,6.0600000000000005,0.74,11.0014,70
spring,2011,1,8,0,5,1,clear,4.92,8.334999999999999,0.68,0.0,158
spring,2011,1,9,0,5,1,clear,5.74,7.575,0.69,8.9981,117
spring,2011,1,10,0,5,1,clear,7.38,9.09,0.55,12.998,44
spring,2011,1,11,0,5,1,clear,7.38,8.334999999999999,0.51,19.0012,53
spring,2011,1,12,0,5,1,clear,8.200000000000001,9.85,0.44,16.997899999999998,61
spring,2011,1,13,0,5,1,clear,9.02,9.85,0.37,26.0027,77
spring,2011,1,14,0,5,1,clear,9.02,10.605,0.41,19.0012,64
spring,2011,1,15,0,5,1,clear,9.84,12.120000000000001,0.38,11.0014,68
spring,2011,1,16,0,5,1,clear,9.02,12.120000000000001,0.41,7.0015,90
spring,2011,1,17,0,5,1,clear,9.02,11.365,0.41,11.0014,159
spring,2011,1,18,0,5,1,clear,8.200000000000001,12.879999999999999,0.47,0.0,139
spring,2011,1,19,0,5,1,clear,6.5600000000000005,9.85,0.59,6.0032,92
spring,2011,1,20,0,5,1,clear,7.38,12.120000000000001,0.59,0.0,68
spring,2011,1,21,0,5,1,clear,6.5600000000000005,11.365,0.69,0.0,52
spring,2011,1,22,0,5,1,misty,6.5600000000000005,11.365,0.69,0.0,36
spring,2011,1,23,0,5,1,misty,7.38,12.120000000000001,0.55,0.0,27
spring,2011,1,0,0,6,0,clear,7.38,12.120000000000001,0.55,0.0,28
spring,2011,1,1,0,6,0,misty,6.5600000000000005,9.85,0.59,6.0032,20
spring,2011,1,2,0,6,0,misty,6.5600000000000005,9.85,0.59,6.0032,12
spring,2011,1,3,0,6,0,misty,6.5600000000000005,11.365,0.59,0.0,8
spring,2011,1,4,0,6,0,misty,6.5600000000000005,11.365,0.59,0.0,5
