seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,maxenergy,__target__
0.0,0.0,0.0,280830.0,689.0,94.0,39.0,0.0,1,0,1,0,0,3000.0,3000.0,0
0.0,0.0,1.0,74470.0,655.0,148.0,28.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,7400.0,24.0,-23.0,-40.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,77740.0,758.0,182.0,57.0,0.0,2,1,1,0,0,1200.0,1000.0,1
0.0,2.0,1.0,67230.0,1155.0,57.0,75.0,1.0,2,1,1,0,0,3500.0,3000.0,1
0.0,0.0,1.0,32550.0,167.0,17.0,-8.0,0.0,9,5,4,0,0,13200.0,6000.0,0
0.0,0.0,1.0,144880.0,361.0,-46.0,-52.0,0.0,1,0,1,0,0,2000.0,2000.0,0
1.0,0.0,0.0,15610.0,246.0,25.0,-2.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,7130.0,105.0,134.0,142.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,6130.0,111.0,-28.0,-59.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,38530.0,952.0,21.0,81.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,29900.0,665.0,-50.0,-31.0,0.0,1,1,0,0,0,900.0,900.0,1
0.0,0.0,1.0,811060.0,2877.0,45.0,28.0,0.0,2,2,0,0,0,900.0,700.0,0
0.0,0.0,1.0,33500.0,231.0,48.0,-53.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,46810.0,552.0,28.0,47.0,0.0,3,1,1,1,0,27500.0,20000.0,0
1.0,0.0,1.0,15650.0,664.0,45.0,42.0,0.0,1,1,0,0,0,800.0,800.0,0
0.0,1.0,0.0,22610.0,242.0,193.0,30.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,44990.0,508.0,36.0,16.0,0.0,2,1,1,0,0,5500.0,5000.0,0
1.0,0.0,1.0,56940.0,769.0,72.0,48.0,0.0,1,0,0,1,0,40000.0,40000.0,0
1.0,1.0,1.0,25180.0,592.0,39.0,24.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,3420.0,14.0,5.0,-65.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,26800.0,306.0,-44.0,-26.0,0.0,1,0,0,1,0,10000.0,10000.0,0
1.0,0.0,1.0,19910.0,373.0,-24.0,-2.0,0.0,1,0,1,0,0,5000.0,5000.0,0
1.0,0.0,0.0,4340.0,129.0,-51.0,-31.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,28590.0,387.0,8.0,-10.0,0.0,2,2,0,0,0,1300.0,900.0,0
0.0,0.0,1.0,17750.0,151.0,-49.0,-48.0,0.0,1,1,0,0,0,400.0,400.0,0
1.0,0.0,1.0,59360.0,1033.0,107.0,31.0,0.0,2,1,1,0,0,2400.0,2000.0,1
0.0,0.0,1.0,73930.0,94.0,-55.0,-76.0,0.0,1,0,1,0,0,1000.0,1000.0,0
1.0,0.0,1.0,52360.0,1004.0,150.0,61.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,11620.0,23.0,-76.0,-71.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,107100.0,1003.0,-28.0,-21.0,0.0,3,3,0,0,0,1600.0,600.0,1
1.0,1.0,1.0,30610.0,1260.0,37.0,112.0,0.0,1,1,0,0,0,300.0,300.0,0
0.0,0.0,1.0,15170.0,414.0,-56.0,-54.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,2850.0,10.0,12.0,-75.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,57010.0,535.0,144.0,14.0,0.0,1,1,0,0,0,600.0,600.0,0
0.0,0.0,1.0,90240.0,1080.0,177.0,77.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,250030.0,687.0,-8.0,-5.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,1350.0,112.0,-80.0,-36.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,1547010.0,3060.0,55.0,38.0,0.0,3,1,2,0,0,6500.0,4000.0,0
1.0,1.0,1.0,56690.0,800.0,158.0,115.0,1.0,1,0,1,0,0,1000.0,1000.0,0
1.0,1.0,0.0,10110.0,531.0,-2.0,51.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,23630.0,294.0,-20.0,-29.0,0.0,3,3,0,0,0,1800.0,900.0,0
0.0,1.0,0.0,11130.0,126.0,-47.0,-40.0,0.0,3,1,2,0,0,4900.0,3000.0,0
0.0,1.0,1.0,21860.0,196.0,-16.0,-60.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,20260.0,722.0,-19.0,-42.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,0.0,12340.0,125.0,-88.0,-79.0,0.0,1,1,0,0,0,400.0,400.0,0
0.0,0.0,0.0,9550.0,24.0,-86.0,-77.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,8670.0,216.0,-51.0,-32.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,103140.0,762.0,-42.0,-35.0,0.0,3,1,2,0,0,7500.0,5000.0,0
0.0,0.0,0.0,2930.0,408.0,-77.0,67.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,22890.0,81.0,-63.0,-58.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,2.0,1.0,52510.0,917.0,23.0,39.0,1.0,1,0,1,0,0,4000.0,4000.0,0
0.0,0.0,0.0,12620.0,37.0,16.0,-8.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,75670.0,207.0,18.0,4.0,0.0,1,1,0,0,0,600.0,600.0,0
0.0,0.0,1.0,19820.0,527.0,73.0,89.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,14590.0,865.0,45.0,90.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,22480.0,508.0,227.0,195.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,92450.0,777.0,15.0,24.0,0.0,4,1,2,1,0,27600.0,10000.0,0
0.0,0.0,0.0,3210.0,47.0,-93.0,-82.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,5000.0,163.0,-50.0,-29.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,33800.0,316.0,-5.0,2.0,0.0,2,1,1,0,0,3400.0,3000.0,0
0.0,0.0,0.0,5480.0,223.0,-21.0,27.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,11920.0,141.0,21.0,-60.0,0.0,1,1,0,0,0,800.0,800.0,0
1.0,0.0,1.0,42330.0,661.0,53.0,-22.0,0.0,1,0,0,1,0,20000.0,20000.0,0
0.0,0.0,1.0,58190.0,419.0,158.0,-14.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,30140.0,426.0,-4.0,-5.0,0.0,4,1,3,0,0,11900.0,6000.0,0
0.0,1.0,0.0,5380.0,90.0,-18.0,58.0,0.0,1,0,1,0,0,2000.0,2000.0,0
0.0,0.0,0.0,4720.0,186.0,-62.0,-26.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,0.0,12150.0,118.0,-52.0,-36.0,0.0,1,0,1,0,0,3000.0,3000.0,0
0.0,0.0,1.0,53590.0,527.0,68.0,24.0,0.0,1,1,0,0,0,900.0,900.0,0
1.0,1.0,1.0,45470.0,573.0,64.0,65.0,0.0,8,5,2,1,0,33600.0,20000.0,0
0.0,1.0,1.0,35910.0,636.0,8.0,19.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,0.0,102550.0,731.0,-53.0,-45.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,90090.0,1132.0,207.0,128.0,0.0,1,0,1,0,0,4000.0,4000.0,0
1.0,1.0,1.0,18580.0,121.0,-31.0,-59.0,0.0,2,2,0,0,0,1200.0,800.0,0
1.0,1.0,1.0,68970.0,624.0,71.0,94.0,0.0,5,2,2,1,0,34400.0,20000.0,1
0.0,0.0,1.0,17660.0,140.0,-60.0,-52.0,0.0,1,1,0,0,0,900.0,900.0,0
0.0,1.0,1.0,16540.0,213.0,2.0,-11.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,22260.0,422.0,-25.0,2.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,3580.0,84.0,-49.0,-50.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,25850.0,504.0,-18.0,13.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,25940.0,233.0,-31.0,-37.0,0.0,5,1,4,0,0,15400.0,7000.0,0
0.0,0.0,0.0,3540.0,53.0,-71.0,-77.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,0.0,3250.0,68.0,-67.0,-54.0,0.0,1,0,0,1,0,30000.0,30000.0,1
0.0,1.0,1.0,436650.0,1232.0,23.0,6.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,428740.0,2031.0,-44.0,-5.0,0.0,1,0,1,0,0,4000.0,4000.0,0
0.0,0.0,0.0,8690.0,262.0,-6.0,18.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,29470.0,347.0,-14.0,22.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,5020.0,32.0,77.0,-20.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,66640.0,155.0,-13.0,-13.0,0.0,1,1,0,0,0,400.0,400.0,0
0.0,1.0,1.0,43030.0,625.0,50.0,26.0,0.0,1,1,0,0,0,300.0,300.0,0
0.0,0.0,1.0,28360.0,181.0,-60.0,-80.0,0.0,2,1,1,0,0,3800.0,3000.0,0
1.0,0.0,1.0,464220.0,1808.0,16.0,10.0,0.0,2,1,0,1,0,40700.0,40000.0,0
0.0,0.0,1.0,23190.0,368.0,-22.0,-27.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,6430.0,30.0,-33.0,-79.0,0.0,1,1,0,0,0,300.0,300.0,0
0.0,0.0,0.0,9990.0,118.0,17.0,-56.0,0.0,1,0,1,0,0,1000.0,1000.0,0
0.0,0.0,1.0,19370.0,351.0,-44.0,-38.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,16210.0,44.0,-37.0,-6.0,0.0,1,0,1,0,0,9000.0,9000.0,0
0.0,1.0,1.0,14980.0,267.0,-7.0,9.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,51660.0,626.0,19.0,29.0,0.0,1,1,0,0,0,500.0,500.0,0
0.0,0.0,0.0,342050.0,1607.0,-2.0,-20.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,5990.0,53.0,-42.0,-64.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,30820.0,389.0,22.0,-4.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,4120.0,67.0,-40.0,-59.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,0.0,6780.0,112.0,-33.0,-40.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,7870.0,141.0,-71.0,-67.0,0.0,1,1,0,0,0,700.0,700.0,0
1.0,1.0,1.0,306400.0,2522.0,112.0,98.0,1.0,3,2,0,1,0,31000.0,30000.0,1
0.0,0.0,0.0,1330.0,54.0,-88.0,-76.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,10920.0,136.0,58.0,-16.0,0.0,1,1,0,0,0,200.0,200.0,0
0.0,1.0,1.0,664090.0,1824.0,-12.0,5.0,0.0,2,2,0,0,0,1100.0,600.0,0
0.0,1.0,1.0,44500.0,660.0,49.0,59.0,0.0,2,2,0,0,0,1100.0,700.0,0
0.0,1.0,1.0,23040.0,392.0,-10.0,-22.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,210960.0,773.0,-44.0,-35.0,0.0,1,0,1,0,0,5000.0,5000.0,0
0.0,0.0,1.0,59640.0,722.0,98.0,47.0,0.0,2,2,0,0,0,600.0,400.0,0
0.0,0.0,0.0,1160.0,20.0,-83.0,-50.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,32500.0,873.0,97.0,90.0,1.0,1,1,0,0,0,300.0,300.0,0
0.0,1.0,1.0,30180.0,375.0,8.0,-22.0,0.0,1,0,1,0,0,2000.0,2000.0,0
0.0,1.0,1.0,67200.0,945.0,102.0,76.0,0.0,2,0,1,1,0,12000.0,10000.0,0
1.0,1.0,1.0,31240.0,836.0,-7.0,-9.0,1.0,1,0,1,0,0,2000.0,2000.0,0
0.0,0.0,0.0,950.0,46.0,-68.0,15.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,63550.0,325.0,15.0,35.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,2360.0,16.0,-54.0,-71.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,0.0,5660.0,93.0,-55.0,-63.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,26080.0,420.0,-21.0,-4.0,0.0,2,0,2,0,0,4000.0,2000.0,0
1.0,0.0,1.0,29480.0,510.0,-7.0,-39.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,0.0,12540.0,211.0,0.0,-16.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,15180.0,196.0,-3.0,-21.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,32490.0,595.0,-7.0,7.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,13200.0,505.0,6.0,102.0,0.0,1,0,1,0,0,9000.0,9000.0,0
0.0,0.0,1.0,1531530.0,1680.0,52.0,18.0,0.0,2,0,2,0,0,5000.0,3000.0,0
0.0,1.0,0.0,135210.0,3261.0,1245.0,838.0,1.0,2,0,1,0,1,208000.0,200000.0,0
1.0,0.0,1.0,47700.0,535.0,48.0,22.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,11230.0,383.0,19.0,22.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,64200.0,198.0,86.0,35.0,0.0,1,1,0,0,0,500.0,500.0,0
1.0,1.0,1.0,108260.0,891.0,-12.0,-7.0,0.0,5,3,2,0,0,6000.0,3000.0,0
1.0,0.0,1.0,58660.0,728.0,87.0,63.0,0.0,2,1,1,0,0,2400.0,2000.0,0
1.0,0.0,1.0,17200.0,262.0,47.0,14.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,1860.0,33.0,-78.0,-30.0,0.0,1,0,1,0,0,4000.0,4000.0,1
0.0,0.0,0.0,51230.0,222.0,-68.0,-57.0,0.0,1,0,1,0,0,3000.0,3000.0,0
0.0,1.0,1.0,31340.0,726.0,109.0,92.0,1.0,2,1,1,0,0,9500.0,9000.0,0
0.0,0.0,0.0,2570.0,10.0,18.0,-75.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,2740.0,17.0,0.0,-58.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,20050.0,295.0,-14.0,-37.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,49910.0,208.0,61.0,61.0,0.0,1,0,1,0,0,3000.0,3000.0,0
1.0,1.0,1.0,25760.0,410.0,-11.0,-7.0,0.0,1,1,0,0,0,200.0,200.0,0
0.0,0.0,1.0,25750.0,494.0,9.0,-3.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,2910.0,24.0,-5.0,-40.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,332180.0,1890.0,-33.0,-16.0,0.0,1,0,1,0,0,1000.0,1000.0,1
1.0,1.0,1.0,70490.0,330.0,-38.0,-37.0,0.0,6,1,5,0,0,10300.0,3000.0,0
1.0,0.0,1.0,62880.0,826.0,338.0,99.0,1.0,1,1,0,0,0,700.0,700.0,0
0.0,0.0,1.0,8820.0,243.0,50.0,-5.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,23930.0,426.0,-20.0,-13.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,11390.0,89.0,47.0,94.0,0.0,1,1,0,0,0,300.0,300.0,0
0.0,0.0,1.0,4150.0,262.0,-64.0,-49.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,38560.0,741.0,237.0,166.0,0.0,1,0,1,0,0,7000.0,7000.0,0
0.0,0.0,0.0,5510.0,157.0,-40.0,-29.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,31250.0,430.0,-16.0,2.0,0.0,3,0,3,0,0,4000.0,2000.0,1
0.0,0.0,1.0,22140.0,190.0,-2.0,-53.0,0.0,1,0,1,0,0,2000.0,2000.0,0
0.0,0.0,1.0,38400.0,555.0,62.0,21.0,0.0,2,0,2,0,0,12000.0,8000.0,0
0.0,1.0,0.0,21510.0,290.0,72.0,16.0,0.0,1,0,1,0,0,3000.0,3000.0,0
0.0,0.0,1.0,20380.0,338.0,-24.0,-22.0,0.0,1,1,0,0,0,200.0,200.0,0
1.0,0.0,1.0,31450.0,286.0,47.0,-40.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,59210.0,705.0,73.0,23.0,0.0,2,0,2,0,0,4000.0,2000.0,0
1.0,0.0,1.0,31320.0,407.0,35.0,-13.0,0.0,1,0,1,0,0,2000.0,2000.0,0
0.0,1.0,1.0,83570.0,488.0,-24.0,-3.0,0.0,3,2,1,0,0,1800.0,1000.0,0
1.0,0.0,1.0,20550.0,381.0,-37.0,-26.0,0.0,0,0,0,0,0,0.0,0.0,1
1.0,0.0,1.0,23200.0,264.0,-28.0,-18.0,0.0,3,2,0,1,0,40600.0,40000.0,0
1.0,1.0,1.0,63190.0,840.0,115.0,69.0,0.0,2,2,0,0,0,600.0,400.0,0
0.0,0.0,0.0,3310.0,17.0,33.0,-58.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,432690.0,1012.0,30.0,50.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,31720.0,423.0,-6.0,-21.0,0.0,1,1,0,0,0,300.0,300.0,0
0.0,1.0,1.0,29380.0,381.0,18.0,-15.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,60930.0,866.0,101.0,72.0,0.0,1,0,0,1,0,10000.0,10000.0,0
0.0,0.0,1.0,166180.0,448.0,-30.0,-19.0,0.0,1,1,0,0,0,400.0,400.0,0
0.0,1.0,0.0,12260.0,413.0,31.0,32.0,0.0,1,1,0,0,0,200.0,200.0,0
0.0,0.0,0.0,22470.0,307.0,98.0,26.0,0.0,1,1,0,0,0,300.0,300.0,0
0.0,0.0,0.0,5770.0,45.0,-86.0,-89.0,0.0,1,0,1,0,0,2000.0,2000.0,0
0.0,0.0,0.0,3430.0,23.0,27.0,-42.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,21970.0,183.0,-33.0,-45.0,0.0,5,3,2,0,0,11500.0,9000.0,0
0.0,0.0,0.0,2520.0,83.0,-85.0,-75.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,0.0,8560.0,210.0,-18.0,2.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,12080.0,310.0,-22.0,10.0,0.0,1,0,1,0,0,4000.0,4000.0,0
1.0,1.0,1.0,32240.0,702.0,77.0,47.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,12240.0,452.0,33.0,104.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,15300.0,29.0,-19.0,-45.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,15560.0,264.0,-46.0,-40.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,32960.0,982.0,93.0,128.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,450490.0,1437.0,-30.0,-28.0,0.0,6,2,4,0,0,12700.0,4000.0,1
0.0,0.0,1.0,912890.0,2001.0,25.0,37.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,69390.0,1107.0,104.0,16.0,1.0,2,1,1,0,0,3700.0,3000.0,0
0.0,0.0,1.0,18470.0,525.0,-46.0,-41.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,12370.0,346.0,2.0,15.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,576040.0,1541.0,-24.0,-22.0,0.0,1,1,0,0,0,900.0,900.0,0
1.0,1.0,0.0,10600.0,268.0,2.0,-29.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,82460.0,154.0,-17.0,-16.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,16220.0,753.0,50.0,61.0,0.0,0,0,0,0,0,0.0,0.0,0
