city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,__target__
112.0,0.923,1.0,0.0,1.0,0.0,5.0,21.0,4.0,5.0,0.0,12,0
64.0,0.624,3.0,1.0,0.0,1.0,6.0,17.0,8.0,6.0,6.0,46,1
51.0,0.903,3.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,4.0,80,0
103.0,0.939,0.0,1.0,3.0,0.0,2.0,18.0,0.0,2.0,4.0,74,0
50.0,0.767,3.0,0.0,3.0,0.0,5.0,9.0,1.0,5.0,6.0,14,0
64.0,0.624,3.0,0.0,3.0,2.0,5.0,15.0,8.0,6.0,0.0,56,0
5.0,0.92,0.0,1.0,3.0,0.0,5.0,11.0,8.0,4.0,0.0,28,0
120.0,0.925,3.0,1.0,0.0,0.0,5.0,17.0,8.0,6.0,6.0,55,0
5.0,0.92,1.0,0.0,3.0,2.0,5.0,21.0,8.0,6.0,1.0,80,0
103.0,0.939,1.0,0.0,3.0,0.0,1.0,21.0,8.0,6.0,4.0,28,0
106.0,0.579,1.0,1.0,0.0,0.0,2.0,20.0,8.0,6.0,4.0,18,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,0.0,1.0,3.0,95,0
31.0,0.836,1.0,1.0,0.0,1.0,6.0,15.0,1.0,5.0,0.0,45,0
48.0,0.91,1.0,0.0,0.0,0.0,5.0,17.0,8.0,6.0,0.0,98,1
64.0,0.624,1.0,0.0,3.0,0.0,5.0,7.0,8.0,6.0,4.0,128,0
2.0,0.887,3.0,0.0,3.0,2.0,5.0,19.0,1.0,5.0,0.0,31,1
97.0,0.647,3.0,0.0,3.0,2.0,5.0,15.0,2.0,5.0,3.0,21,0
39.0,0.555,3.0,0.0,3.0,0.0,5.0,11.0,8.0,6.0,0.0,29,0
5.0,0.92,1.0,1.0,3.0,4.0,6.0,11.0,8.0,6.0,1.0,28,0
103.0,0.939,3.0,1.0,3.0,2.0,5.0,21.0,3.0,4.0,4.0,13,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,15.0,5.0,5.0,1.0,60,0
64.0,0.624,3.0,0.0,3.0,0.0,5.0,14.0,3.0,5.0,1.0,29,1
48.0,0.91,1.0,1.0,3.0,0.0,5.0,2.0,0.0,5.0,4.0,100,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,14.0,1.0,5.0,0.0,54,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,14.0,1.0,5.0,0.0,168,0
11.0,0.55,1.0,0.0,0.0,2.0,5.0,13.0,8.0,6.0,0.0,67,0
64.0,0.624,1.0,0.0,2.0,0.0,5.0,0.0,8.0,6.0,0.0,14,0
101.0,0.754,1.0,0.0,0.0,1.0,6.0,14.0,3.0,5.0,0.0,158,0
64.0,0.624,1.0,0.0,3.0,2.0,5.0,13.0,4.0,1.0,0.0,51,1
2.0,0.887,1.0,1.0,0.0,0.0,5.0,14.0,8.0,6.0,6.0,22,0
4.0,0.804,1.0,0.0,1.0,4.0,6.0,15.0,8.0,6.0,0.0,13,0
5.0,0.92,3.0,0.0,3.0,0.0,5.0,21.0,3.0,5.0,1.0,145,1
5.0,0.92,1.0,0.0,3.0,2.0,5.0,19.0,1.0,1.0,0.0,52,0
13.0,0.926,3.0,0.0,3.0,2.0,5.0,5.0,1.0,5.0,2.0,55,0
101.0,0.754,1.0,0.0,3.0,1.0,6.0,20.0,8.0,5.0,6.0,23,0
1.0,0.895,0.0,0.0,3.0,0.0,5.0,3.0,4.0,5.0,0.0,94,0
61.0,0.682,1.0,0.0,3.0,0.0,5.0,4.0,8.0,6.0,4.0,105,0
64.0,0.624,0.0,0.0,3.0,2.0,5.0,13.0,7.0,1.0,1.0,34,1
64.0,0.624,1.0,1.0,3.0,1.0,6.0,20.0,8.0,6.0,6.0,23,0
94.0,0.802,1.0,0.0,0.0,2.0,5.0,15.0,1.0,5.0,3.0,124,0
65.0,0.899,1.0,1.0,3.0,2.0,5.0,5.0,4.0,1.0,0.0,69,0
120.0,0.925,1.0,0.0,3.0,2.0,5.0,6.0,8.0,6.0,1.0,54,0
78.0,0.8270000000000001,1.0,0.0,3.0,0.0,5.0,21.0,3.0,5.0,4.0,188,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,13.0,1.0,5.0,6.0,79,0
64.0,0.624,1.0,1.0,0.0,1.0,6.0,16.0,8.0,6.0,6.0,84,1
13.0,0.926,3.0,1.0,0.0,1.0,6.0,14.0,8.0,6.0,5.0,4,0
30.0,0.897,1.0,0.0,3.0,5.0,6.0,21.0,3.0,5.0,4.0,52,0
49.0,0.92,1.0,0.0,3.0,0.0,5.0,18.0,4.0,5.0,1.0,84,0
4.0,0.804,1.0,0.0,3.0,0.0,5.0,21.0,1.0,5.0,4.0,27,0
103.0,0.939,3.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,4.0,64,0
13.0,0.926,1.0,0.0,3.0,0.0,4.0,6.0,2.0,5.0,0.0,145,0
5.0,0.92,1.0,1.0,0.0,2.0,5.0,19.0,8.0,4.0,6.0,166,0
11.0,0.55,1.0,0.0,3.0,2.0,5.0,11.0,4.0,2.0,0.0,6,0
112.0,0.923,1.0,0.0,1.0,2.0,5.0,16.0,3.0,5.0,4.0,10,0
103.0,0.939,1.0,1.0,3.0,4.0,6.0,16.0,8.0,5.0,6.0,99,0
24.0,0.527,3.0,1.0,0.0,1.0,6.0,11.0,8.0,6.0,0.0,300,1
5.0,0.92,1.0,0.0,1.0,0.0,5.0,14.0,1.0,5.0,2.0,52,0
14.0,0.789,0.0,0.0,0.0,3.0,5.0,18.0,1.0,5.0,4.0,11,0
5.0,0.92,1.0,1.0,3.0,1.0,6.0,13.0,2.0,4.0,0.0,55,0
6.0,0.924,1.0,0.0,3.0,2.0,5.0,13.0,6.0,5.0,0.0,102,0
82.0,0.89,3.0,1.0,3.0,0.0,5.0,15.0,2.0,5.0,6.0,29,0
42.0,0.698,1.0,1.0,3.0,4.0,6.0,13.0,8.0,5.0,6.0,31,0
2.0,0.887,1.0,0.0,3.0,0.0,5.0,9.0,1.0,5.0,1.0,16,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,4.0,4.0,5.0,0.0,194,0
13.0,0.926,1.0,0.0,3.0,2.0,5.0,2.0,4.0,5.0,2.0,80,0
64.0,0.624,1.0,0.0,0.0,2.0,5.0,15.0,4.0,5.0,0.0,156,0
48.0,0.91,1.0,0.0,3.0,2.0,5.0,6.0,8.0,6.0,0.0,56,0
5.0,0.92,3.0,0.0,3.0,0.0,5.0,16.0,4.0,1.0,1.0,66,0
13.0,0.926,1.0,0.0,3.0,2.0,5.0,9.0,1.0,5.0,0.0,158,0
13.0,0.926,0.0,0.0,3.0,0.0,5.0,6.0,7.0,5.0,0.0,12,0
95.0,0.855,1.0,0.0,3.0,2.0,5.0,18.0,3.0,5.0,4.0,3,0
94.0,0.802,3.0,0.0,3.0,0.0,5.0,3.0,2.0,5.0,6.0,64,0
11.0,0.55,1.0,0.0,3.0,0.0,5.0,18.0,0.0,5.0,0.0,26,1
30.0,0.897,3.0,1.0,3.0,2.0,5.0,17.0,5.0,5.0,0.0,27,0
5.0,0.92,1.0,0.0,3.0,0.0,2.0,21.0,8.0,6.0,1.0,154,0
5.0,0.92,1.0,0.0,3.0,2.0,5.0,7.0,3.0,5.0,4.0,50,0
13.0,0.926,1.0,1.0,0.0,1.0,6.0,0.0,8.0,6.0,6.0,65,0
2.0,0.887,1.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,4.0,116,0
13.0,0.926,1.0,0.0,3.0,1.0,6.0,18.0,4.0,5.0,0.0,56,0
48.0,0.91,1.0,0.0,3.0,2.0,5.0,7.0,0.0,5.0,0.0,144,0
48.0,0.91,1.0,0.0,3.0,0.0,5.0,1.0,3.0,5.0,0.0,112,0
5.0,0.92,1.0,1.0,0.0,1.0,6.0,16.0,4.0,4.0,1.0,111,1
31.0,0.836,3.0,1.0,3.0,0.0,1.0,20.0,8.0,6.0,0.0,31,1
49.0,0.92,1.0,0.0,3.0,0.0,0.0,14.0,1.0,0.0,3.0,11,0
5.0,0.92,1.0,0.0,3.0,0.0,2.0,16.0,0.0,5.0,0.0,21,1
13.0,0.926,1.0,0.0,3.0,0.0,5.0,15.0,2.0,5.0,3.0,105,0
64.0,0.624,3.0,0.0,0.0,0.0,5.0,11.0,3.0,5.0,0.0,23,0
98.0,0.698,3.0,1.0,0.0,0.0,5.0,11.0,8.0,5.0,0.0,22,1
13.0,0.926,1.0,0.0,3.0,0.0,5.0,6.0,8.0,6.0,4.0,14,0
95.0,0.855,1.0,0.0,0.0,0.0,5.0,14.0,3.0,5.0,2.0,30,0
30.0,0.897,1.0,0.0,3.0,2.0,5.0,16.0,8.0,6.0,1.0,23,0
39.0,0.555,3.0,1.0,3.0,0.0,1.0,20.0,8.0,6.0,6.0,25,1
5.0,0.92,1.0,0.0,3.0,0.0,5.0,4.0,1.0,5.0,4.0,140,0
49.0,0.92,1.0,0.0,3.0,0.0,5.0,9.0,0.0,2.0,1.0,13,0
13.0,0.926,1.0,0.0,3.0,2.0,5.0,21.0,4.0,0.0,0.0,24,0
5.0,0.92,0.0,0.0,3.0,0.0,5.0,21.0,6.0,5.0,0.0,15,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,6.0,20,0
45.0,0.769,1.0,1.0,0.0,0.0,5.0,11.0,4.0,5.0,0.0,50,0
5.0,0.92,1.0,1.0,3.0,2.0,0.0,14.0,8.0,6.0,0.0,6,1
70.0,0.939,3.0,0.0,3.0,2.0,5.0,3.0,3.0,5.0,2.0,106,0
5.0,0.92,1.0,1.0,3.0,0.0,5.0,16.0,3.0,5.0,0.0,74,0
99.0,0.884,1.0,0.0,3.0,2.0,5.0,21.0,0.0,5.0,3.0,306,0
78.0,0.8270000000000001,1.0,0.0,2.0,0.0,4.0,11.0,0.0,6.0,6.0,107,0
121.0,0.949,1.0,0.0,3.0,2.0,5.0,19.0,7.0,1.0,2.0,24,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,9.0,3.0,5.0,0.0,6,0
83.0,0.762,1.0,0.0,3.0,0.0,5.0,3.0,4.0,1.0,0.0,22,0
99.0,0.884,1.0,0.0,3.0,2.0,5.0,14.0,1.0,5.0,1.0,112,0
48.0,0.91,1.0,0.0,3.0,0.0,5.0,3.0,4.0,5.0,4.0,96,0
5.0,0.92,3.0,0.0,3.0,2.0,5.0,10.0,8.0,6.0,4.0,51,0
13.0,0.926,1.0,1.0,0.0,0.0,5.0,5.0,8.0,6.0,0.0,200,0
64.0,0.624,3.0,0.0,1.0,0.0,5.0,13.0,0.0,5.0,2.0,39,0
24.0,0.527,1.0,0.0,3.0,1.0,6.0,11.0,1.0,6.0,6.0,7,1
31.0,0.836,3.0,0.0,3.0,0.0,5.0,10.0,3.0,5.0,6.0,13,1
115.0,0.743,1.0,0.0,3.0,0.0,5.0,14.0,4.0,5.0,1.0,17,0
6.0,0.924,1.0,0.0,3.0,0.0,5.0,21.0,2.0,2.0,3.0,50,0
64.0,0.624,3.0,0.0,1.0,0.0,5.0,2.0,0.0,5.0,4.0,109,1
41.0,0.6890000000000001,1.0,0.0,3.0,0.0,5.0,16.0,5.0,1.0,6.0,4,0
4.0,0.804,1.0,0.0,3.0,2.0,5.0,21.0,4.0,5.0,0.0,21,1
64.0,0.624,1.0,0.0,3.0,2.0,5.0,17.0,7.0,5.0,4.0,48,0
64.0,0.624,3.0,0.0,3.0,0.0,5.0,1.0,2.0,5.0,0.0,32,1
5.0,0.92,3.0,1.0,3.0,0.0,5.0,1.0,2.0,5.0,4.0,204,0
70.0,0.939,1.0,0.0,3.0,2.0,5.0,21.0,8.0,6.0,4.0,90,0
41.0,0.6890000000000001,1.0,0.0,3.0,0.0,5.0,7.0,0.0,5.0,4.0,140,0
5.0,0.92,1.0,0.0,3.0,2.0,5.0,21.0,7.0,5.0,4.0,25,0
70.0,0.939,1.0,1.0,0.0,1.0,6.0,11.0,5.0,5.0,0.0,54,0
5.0,0.92,2.0,0.0,3.0,0.0,5.0,2.0,4.0,5.0,0.0,31,1
99.0,0.884,1.0,1.0,0.0,0.0,5.0,17.0,8.0,6.0,6.0,38,1
5.0,0.92,1.0,0.0,3.0,2.0,5.0,15.0,0.0,2.0,0.0,104,0
1.0,0.895,2.0,0.0,3.0,0.0,5.0,7.0,0.0,5.0,0.0,36,0
48.0,0.91,0.0,0.0,3.0,0.0,5.0,18.0,2.0,6.0,0.0,90,0
31.0,0.836,1.0,0.0,3.0,2.0,2.0,11.0,1.0,5.0,0.0,36,0
48.0,0.91,1.0,0.0,3.0,0.0,5.0,5.0,2.0,2.0,3.0,272,0
50.0,0.767,1.0,0.0,1.0,0.0,5.0,20.0,8.0,6.0,0.0,54,1
5.0,0.92,3.0,0.0,3.0,0.0,5.0,16.0,1.0,6.0,0.0,96,0
13.0,0.926,1.0,0.0,3.0,0.0,5.0,15.0,3.0,6.0,0.0,50,0
30.0,0.897,3.0,0.0,3.0,2.0,5.0,21.0,0.0,4.0,1.0,52,0
78.0,0.8270000000000001,1.0,0.0,0.0,1.0,6.0,14.0,4.0,0.0,0.0,18,1
13.0,0.926,1.0,0.0,3.0,2.0,5.0,21.0,5.0,5.0,4.0,268,0
5.0,0.92,1.0,0.0,3.0,0.0,2.0,5.0,1.0,5.0,3.0,13,0
11.0,0.55,1.0,0.0,3.0,0.0,5.0,17.0,4.0,5.0,1.0,18,1
64.0,0.624,1.0,1.0,3.0,1.0,6.0,15.0,8.0,6.0,6.0,21,0
64.0,0.624,0.0,0.0,3.0,0.0,5.0,16.0,8.0,5.0,0.0,9,1
64.0,0.624,3.0,0.0,0.0,0.0,5.0,0.0,4.0,2.0,6.0,5,1
5.0,0.92,3.0,0.0,3.0,0.0,5.0,14.0,3.0,5.0,0.0,180,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,13.0,4.0,5.0,4.0,7,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,14.0,7.0,5.0,2.0,7,1
49.0,0.92,1.0,0.0,3.0,0.0,5.0,7.0,3.0,5.0,3.0,32,0
5.0,0.92,1.0,0.0,3.0,2.0,5.0,2.0,3.0,5.0,2.0,6,0
55.0,0.878,1.0,0.0,3.0,0.0,5.0,21.0,3.0,5.0,4.0,42,0
13.0,0.926,1.0,0.0,3.0,0.0,5.0,3.0,7.0,5.0,0.0,19,1
64.0,0.624,3.0,0.0,3.0,0.0,5.0,5.0,4.0,5.0,4.0,17,0
49.0,0.92,1.0,0.0,3.0,0.0,5.0,19.0,1.0,5.0,1.0,34,0
48.0,0.91,3.0,0.0,3.0,2.0,5.0,6.0,8.0,6.0,0.0,14,0
4.0,0.804,1.0,1.0,0.0,0.0,5.0,16.0,8.0,6.0,0.0,33,1
99.0,0.884,1.0,0.0,3.0,2.0,2.0,11.0,7.0,5.0,0.0,316,0
42.0,0.698,3.0,0.0,3.0,2.0,5.0,1.0,4.0,5.0,3.0,43,0
94.0,0.802,1.0,0.0,3.0,1.0,6.0,20.0,5.0,5.0,1.0,97,0
49.0,0.92,1.0,0.0,3.0,0.0,2.0,13.0,8.0,6.0,0.0,54,0
64.0,0.624,1.0,0.0,3.0,2.0,5.0,1.0,3.0,5.0,4.0,8,0
6.0,0.924,1.0,1.0,3.0,0.0,5.0,13.0,8.0,6.0,4.0,34,0
5.0,0.92,1.0,0.0,3.0,0.0,1.0,15.0,8.0,6.0,1.0,54,1
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,1.0,19,0
13.0,0.926,1.0,1.0,0.0,1.0,6.0,1.0,6.0,5.0,0.0,65,0
5.0,0.92,1.0,1.0,3.0,0.0,5.0,15.0,3.0,5.0,2.0,22,0
5.0,0.92,0.0,0.0,3.0,0.0,5.0,13.0,4.0,3.0,0.0,112,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,4.0,6,1
51.0,0.903,1.0,0.0,0.0,0.0,5.0,14.0,6.0,5.0,6.0,56,0
48.0,0.91,1.0,0.0,3.0,3.0,5.0,13.0,7.0,5.0,1.0,10,0
48.0,0.91,1.0,0.0,3.0,0.0,1.0,3.0,0.0,5.0,0.0,113,0
5.0,0.92,0.0,1.0,2.0,5.0,6.0,15.0,8.0,6.0,6.0,31,0
48.0,0.91,3.0,0.0,3.0,0.0,5.0,19.0,1.0,5.0,1.0,45,0
5.0,0.92,3.0,0.0,3.0,0.0,2.0,21.0,2.0,5.0,0.0,30,0
5.0,0.92,3.0,0.0,3.0,0.0,5.0,4.0,5.0,5.0,0.0,80,0
30.0,0.897,1.0,0.0,3.0,2.0,3.0,21.0,1.0,5.0,4.0,116,0
49.0,0.92,1.0,0.0,3.0,2.0,5.0,21.0,2.0,4.0,0.0,46,0
120.0,0.925,1.0,0.0,3.0,0.0,5.0,21.0,2.0,5.0,4.0,19,0
6.0,0.924,1.0,1.0,0.0,2.0,5.0,21.0,5.0,2.0,1.0,24,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,17.0,1.0,0.0,0.0,220,1
64.0,0.624,0.0,1.0,3.0,0.0,5.0,11.0,0.0,6.0,6.0,59,1
30.0,0.897,1.0,1.0,3.0,2.0,5.0,17.0,0.0,0.0,0.0,24,0
5.0,0.92,3.0,0.0,3.0,0.0,5.0,15.0,5.0,6.0,0.0,140,0
64.0,0.624,3.0,0.0,3.0,2.0,5.0,3.0,1.0,5.0,1.0,62,1
13.0,0.926,1.0,1.0,0.0,2.0,1.0,9.0,8.0,6.0,1.0,83,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,2.0,2.0,5.0,2.0,22,1
64.0,0.624,1.0,0.0,3.0,0.0,5.0,16.0,4.0,5.0,4.0,161,0
5.0,0.92,1.0,1.0,3.0,0.0,5.0,6.0,0.0,5.0,4.0,18,1
121.0,0.949,3.0,0.0,3.0,0.0,5.0,21.0,7.0,1.0,1.0,35,0
45.0,0.769,1.0,0.0,1.0,2.0,5.0,2.0,8.0,6.0,0.0,17,0
64.0,0.624,3.0,1.0,1.0,0.0,5.0,17.0,6.0,5.0,1.0,109,0
13.0,0.926,1.0,1.0,1.0,1.0,6.0,1.0,3.0,5.0,1.0,42,0
64.0,0.624,3.0,0.0,3.0,2.0,5.0,16.0,4.0,0.0,0.0,112,1
85.0,0.8959999999999999,1.0,1.0,3.0,0.0,5.0,21.0,4.0,5.0,6.0,72,0
121.0,0.949,1.0,1.0,0.0,0.0,5.0,16.0,8.0,6.0,0.0,13,0
5.0,0.92,3.0,0.0,3.0,2.0,5.0,4.0,3.0,5.0,0.0,50,0
48.0,0.91,1.0,0.0,3.0,0.0,0.0,3.0,3.0,5.0,3.0,59,0
14.0,0.789,3.0,0.0,3.0,0.0,5.0,18.0,4.0,5.0,1.0,38,1
49.0,0.92,1.0,0.0,0.0,1.0,6.0,13.0,4.0,1.0,0.0,264,0
64.0,0.624,3.0,0.0,3.0,0.0,5.0,11.0,4.0,2.0,1.0,86,1
115.0,0.743,3.0,1.0,2.0,0.0,5.0,11.0,8.0,6.0,6.0,22,1
43.0,0.698,1.0,0.0,3.0,0.0,5.0,16.0,4.0,5.0,1.0,89,1
65.0,0.899,3.0,1.0,3.0,0.0,5.0,15.0,1.0,4.0,4.0,34,0
2.0,0.887,1.0,0.0,3.0,0.0,5.0,16.0,8.0,6.0,4.0,51,1
13.0,0.926,1.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,90,0
5.0,0.92,1.0,0.0,3.0,0.0,3.0,15.0,8.0,6.0,0.0,112,1
48.0,0.91,1.0,0.0,3.0,0.0,5.0,21.0,4.0,5.0,2.0,167,1
30.0,0.897,1.0,0.0,3.0,2.0,5.0,18.0,1.0,5.0,3.0,33,0
48.0,0.91,1.0,0.0,3.0,2.0,5.0,6.0,1.0,5.0,1.0,52,0
4.0,0.804,1.0,0.0,3.0,1.0,6.0,21.0,4.0,1.0,0.0,110,0
99.0,0.884,0.0,1.0,3.0,3.0,5.0,21.0,4.0,4.0,4.0,27,0
85.0,0.8959999999999999,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,0.0,16,0
49.0,0.92,0.0,1.0,3.0,0.0,5.0,14.0,1.0,2.0,0.0,54,0
13.0,0.926,1.0,0.0,3.0,2.0,5.0,6.0,4.0,5.0,2.0,17,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,15.0,3.0,5.0,6.0,298,1
5.0,0.92,1.0,0.0,3.0,0.0,2.0,1.0,4.0,5.0,0.0,90,0
5.0,0.92,0.0,0.0,3.0,2.0,5.0,21.0,8.0,6.0,4.0,18,0
5.0,0.92,1.0,0.0,3.0,2.0,5.0,21.0,1.0,1.0,0.0,30,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,10.0,1.0,5.0,4.0,134,0
64.0,0.624,0.0,1.0,0.0,0.0,5.0,13.0,4.0,5.0,2.0,86,0
78.0,0.8270000000000001,1.0,0.0,1.0,0.0,5.0,15.0,1.0,2.0,0.0,94,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,16.0,7.0,0.0,2.0,12,1
103.0,0.939,1.0,0.0,3.0,2.0,5.0,21.0,8.0,6.0,0.0,22,0
13.0,0.926,1.0,0.0,3.0,2.0,5.0,4.0,1.0,5.0,2.0,28,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,1.0,5.0,4.0,29,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,1.0,3.0,5.0,2.0,33,0
64.0,0.624,1.0,1.0,0.0,1.0,6.0,20.0,8.0,6.0,6.0,96,0
64.0,0.624,1.0,0.0,0.0,0.0,5.0,13.0,0.0,5.0,0.0,22,0
30.0,0.897,1.0,0.0,3.0,2.0,5.0,10.0,0.0,1.0,2.0,12,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,14.0,8.0,6.0,1.0,44,0
11.0,0.55,1.0,0.0,3.0,0.0,5.0,20.0,1.0,5.0,0.0,50,1
85.0,0.8959999999999999,1.0,0.0,3.0,0.0,5.0,7.0,8.0,6.0,3.0,244,0
102.0,0.579,1.0,0.0,3.0,5.0,6.0,15.0,0.0,5.0,2.0,39,0
13.0,0.926,1.0,0.0,3.0,0.0,2.0,9.0,8.0,6.0,6.0,96,0
13.0,0.926,1.0,0.0,3.0,2.0,5.0,21.0,3.0,5.0,4.0,109,0
66.0,0.698,1.0,0.0,3.0,1.0,6.0,17.0,8.0,6.0,0.0,27,0
82.0,0.89,1.0,0.0,3.0,1.0,6.0,10.0,7.0,0.0,4.0,46,0
57.0,0.764,1.0,1.0,0.0,1.0,6.0,11.0,8.0,6.0,0.0,104,0
5.0,0.92,1.0,0.0,3.0,0.0,3.0,6.0,8.0,6.0,4.0,174,1
5.0,0.92,1.0,0.0,1.0,0.0,5.0,10.0,4.0,1.0,0.0,7,1
64.0,0.624,3.0,1.0,0.0,0.0,5.0,13.0,4.0,1.0,0.0,26,1
13.0,0.926,1.0,1.0,0.0,0.0,5.0,19.0,5.0,4.0,0.0,32,0
15.0,0.743,3.0,0.0,0.0,0.0,5.0,11.0,6.0,5.0,5.0,8,0
64.0,0.624,3.0,1.0,0.0,1.0,6.0,13.0,2.0,2.0,6.0,44,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,10.0,2.0,5.0,4.0,101,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,16.0,5.0,1.0,3.0,58,1
2.0,0.887,1.0,0.0,3.0,0.0,5.0,13.0,0.0,6.0,0.0,168,1
49.0,0.92,3.0,1.0,3.0,4.0,6.0,14.0,8.0,6.0,6.0,26,0
103.0,0.939,1.0,0.0,3.0,0.0,5.0,4.0,5.0,5.0,0.0,17,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,1.0,5.0,4.0,38,1
13.0,0.926,1.0,0.0,3.0,0.0,5.0,17.0,2.0,5.0,0.0,70,0
74.0,0.893,1.0,0.0,3.0,2.0,5.0,9.0,7.0,5.0,0.0,21,0
102.0,0.579,3.0,1.0,0.0,0.0,5.0,21.0,8.0,6.0,6.0,214,0
95.0,0.855,1.0,0.0,0.0,0.0,5.0,16.0,2.0,6.0,2.0,30,0
5.0,0.92,1.0,0.0,0.0,3.0,4.0,4.0,6.0,5.0,4.0,28,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,1.0,1.0,5.0,6.0,17,0
13.0,0.926,1.0,1.0,0.0,2.0,5.0,16.0,8.0,6.0,0.0,16,0
64.0,0.624,1.0,1.0,3.0,0.0,5.0,14.0,3.0,5.0,0.0,13,0
49.0,0.92,1.0,1.0,3.0,0.0,1.0,8.0,8.0,6.0,4.0,61,0
48.0,0.91,3.0,1.0,3.0,4.0,6.0,15.0,8.0,6.0,6.0,105,0
5.0,0.92,3.0,0.0,3.0,3.0,5.0,7.0,1.0,1.0,0.0,113,0
101.0,0.754,3.0,0.0,3.0,0.0,5.0,21.0,4.0,5.0,4.0,134,0
