Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,__target__
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3,15.81657944
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28,24.3385028
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.58541516
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.199148696
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,12.63809508
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.759063216
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100,48.67011084
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100,56.8128224
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.422359072
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.39795764
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.765208492
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54026944
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28,30.84715624
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.307926
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.21823428799999
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3,10.0318758
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.39821744
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3,30.44726016
135.0,0.0,166.0,180.0,10.0,961.0,805.0,28,13.29309728
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3,23.52492112
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01145132
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,56,39.2656582
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13335876
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28,15.569747032
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85209244
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,6.940954892
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28,46.38794528
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90,48.79421652
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,12.459520796
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.565230536
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.836714204
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16001844
250.0,0.0,95.69,191.84,5.33,948.9,857.2,3,8.48744956
202.0,11.0,141.0,206.0,1.72,942.0,801.0,56,23.24519085418796
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28,39.41734292
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14,42.29245784
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3,23.34565736
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3,15.04436632
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54156844
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.216895224
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28,33.27411176
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.53207568
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.0431373
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,7.723510152
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14,25.48303296
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,36.447769788
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28,33.3016908
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,18.28490352
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100,47.8151606
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.2996124
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.787541496
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.698039604
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.89749796
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100,59.30183076
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,21.6495464
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,14,25.62092816
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.559564796
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,36.4388066
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28,32.66047812
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.029847436
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3,15.43736764
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39366088
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38286912
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.358047984
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93419012
249.1,0.0,98.75,158.11,12.8,987.76,889.01,3,15.36152528
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.79617508
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100,39.6103962
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.32641204
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.427515184
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.236210524
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28,23.524231644
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100,45.83636448
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.233182848
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.60376124
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.051670812
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.565020596
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,24.00065956
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.69990824
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.05204048
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56,31.35047372
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74477404
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28,36.349864196
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,16.26473884
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56,61.85584685418796
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22414968
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.619079644
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.69846928
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.827710952
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.721921436
159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28,39.455953576
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,41.24445432
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56,66.78067543054136
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.526869708
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,52.426376088
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,31.44700036
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.0297974
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28,31.17810472
491.0,26.0,123.0,201.0,3.93,822.0,699.0,3,29.54897143054136
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100,39.2311844
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28,24.90387312
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42475728
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.691094808
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28,40.14818748
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.483912255999998
275.0,180.0,120.0,162.0,10.35,830.0,765.0,28,76.23536132
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.48758952
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14,36.9903874
194.68,0.0,100.52,170.17,7.48,998.0,901.8,56,43.38872468
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99050724
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89478012
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.74503384
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.788400847999998
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.046164976
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.524711356
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100,66.42411784
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14,17.83674412
424.0,22.0,132.0,168.0,8.92,822.0,750.0,56,74.3649114581204
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28,55.50971276
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,39.77931782
336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86420332
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100,60.9496784
332.5,142.5,0.0,228.0,0.0,932.0,594.0,365,41.052779992
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.573354316
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.680203152
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52062436
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28,58.99846132
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.72253096
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06342182
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.786922
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28,25.72434956
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.284354004
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28,42.63719584
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.69886903999999
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28,45.70536404
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.17966352
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.392211948
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,14.98920824
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.86640156
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.569637164
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75116932
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61391356
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.17966352
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14,38.76923548
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14,31.81242264
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.695621452
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28,36.80422888
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56,61.99078716
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91369566
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28,33.798802996
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28,23.744174488
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28,44.38846488
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.846616696
290.35,0.0,96.18,168.08,9.41,961.18,865.0,56,45.08483564
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56,60.32225524
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14,26.31040416
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.90127512
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3,15.60973664
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.539060364
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.377003588
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3,7.315340359999999
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11423328
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,28,27.77209328
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28,30.6472082
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14,20.72564856
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.947729812
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.503987012
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28,28.98557104
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28,31.97100212
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28,8.53571288
252.31,0.0,98.75,146.25,14.17,987.76,889.01,56,55.82687172
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14,33.35684888
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14,24.44881896
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52272288
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.300132
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,39.45181672
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,29.86810032
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100,45.3675208
250.0,0.0,95.69,191.84,5.33,948.9,857.2,100,41.1617172
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.165883972
387.0,20.0,94.0,157.0,14.32,938.0,845.0,7,36.83870268
202.0,11.0,141.0,206.0,1.72,942.0,801.0,3,9.84965714581204
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7,24.13166
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56,35.852751999999995
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100,42.919881
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.437857324
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28,79.98611076
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.90037588
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90,42.32693164
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3,23.13881456
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28,8.536402356
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.813621744
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.10408096
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91232668
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87173752
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.9569528
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14,22.7182342
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.870858224
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56,35.34253976
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28,18.287661424
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.58931216
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3,6.883728383999999
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28,10.535882756
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56,68.75060685418796
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.374375495999999
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,26.91714304
387.0,20.0,94.0,157.0,14.32,938.0,845.0,28,50.23522136
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3,16.27852836
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.69860924
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09446836
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2003478
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14,22.13907436
387.0,20.0,94.0,157.0,11.61,938.0,845.0,28,46.68441996
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56,46.6430514
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.908319812
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14,35.9561734
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100,51.0556978
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.19944856
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.200357771999997
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.3991368
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.626693796000005
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28,24.53845084
424.0,22.0,132.0,178.0,8.48,882.0,750.0,3,32.01138571527068
