LATITUDE,LONGITUDE,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,__target__
25.6407508022,-80.387412738,5233.0,2519.0,139.0,1570.1,28345.5,20290.3,80881.2,29846.6,637.3,15,0.0,8,4,340000.0
25.7675395282,-80.2732781306,5250.0,1095.0,1168.0,6287.4,18513.0,4422.5,26702.1,8057.2,5614.1,65,0.0,10,2,260000.0
25.8844147903,-80.3573624119,3855.0,1884.0,4606.0,2268.6,68892.9,3562.8,66802.5,58746.1,6438.0,22,0.0,4,4,289000.0
25.6228680522,-80.332576805,15008.0,2067.0,24250.0,3571.4,9142.4,9080.7,72357.3,24584.1,15140.7,21,0.0,8,4,530000.0
25.7364190029,-80.3038044605,8160.0,1264.0,2252.0,1130.9,19785.9,137.1,39332.1,15550.4,4857.6,69,0.0,3,4,215000.0
25.629953992,-80.4453858886,4050.0,1649.0,2118.0,3019.8,45772.7,31775.3,98783.5,48343.1,19918.6,22,0.0,6,4,286000.0
25.557035996,-80.3993018912,15000.0,3689.0,4040.0,8232.1,24493.4,9248.1,104834.3,55437.0,10548.9,0,0.0,6,2,436700.0
25.7436563724,-80.2864680524,11000.0,2869.0,29738.0,6891.4,16291.0,1705.2,33054.7,9343.4,10866.6,36,0.0,12,4,1050000.0
25.4665480409,-80.4264147569,4540.0,2944.0,495.0,17210.7,28330.5,16968.4,136465.3,88788.6,5634.6,0,0.0,11,2,341000.0
25.9429450446,-80.1664014717,5750.0,1380.0,21968.0,5470.6,15406.1,1525.1,60993.3,56552.9,5302.1,21,0.0,6,2,270000.0
25.6933961974,-80.3482220151,9500.0,1672.0,2867.0,333.6,29141.4,18950.4,59415.6,11542.8,525.1,31,0.0,12,4,380000.0
25.6112940163,-80.3890811614,9078.0,1745.0,819.0,4177.5,26473.2,12600.6,88234.2,37456.1,3532.2,19,0.0,12,2,263000.0
25.7601062134,-80.2739764027,5000.0,1804.0,0.0,8981.9,16717.6,7135.0,27391.0,6281.8,8329.0,16,0.0,7,5,640000.0
25.5584653983,-80.3970019526,12501.0,3217.0,6400.0,7322.1,24017.0,8344.8,103944.2,54610.6,10921.6,0,0.0,7,2,453000.0
25.8883732727,-80.3417589204,3271.0,1476.0,3919.0,7267.0,67184.1,5585.9,63621.0,57334.1,3599.5,22,0.0,9,5,285000.0
25.7681485385,-80.363744633,3440.0,1322.0,731.0,5172.2,42573.5,9401.6,56337.5,33342.1,4577.6,24,0.0,1,4,265000.0
25.938111461,-80.3018635197,4500.0,1531.0,3767.0,20714.9,59627.0,3524.3,68755.9,68755.9,4810.4,25,0.0,10,4,263000.0
25.6259807017,-80.3208474689,17815.0,2914.0,22610.0,6525.8,6088.6,6083.3,69051.5,22758.4,18841.6,36,0.0,8,4,575000.0
25.7053090749,-80.2704375911,5000.0,1871.0,29019.0,3940.7,7397.2,672.3,36391.5,15387.7,15459.4,24,0.0,7,5,845000.0
25.6807276809,-80.4732278121,5201.0,2370.0,160.0,2024.1,59989.0,49988.0,98665.4,52654.4,27736.9,3,0.0,9,2,355000.0
25.4855938249,-80.4154816098,6000.0,1533.0,1488.0,21752.4,24770.7,14386.2,128711.5,80980.2,2522.2,9,0.0,12,2,190000.0
25.7675102908,-80.3594769701,5000.0,1953.0,584.0,5383.6,41223.6,7990.1,54971.0,32442.1,4889.5,29,0.0,12,4,347000.0
25.8652843557,-80.1985016485,7650.0,1505.0,16535.0,4811.9,26008.2,4391.2,32215.3,32215.3,3162.7,16,0.0,12,4,405000.0
25.9263273489,-80.1951260412,6300.0,2500.0,7412.0,3519.9,24381.0,4917.0,54349.0,53655.8,3054.8,16,0.0,7,4,290000.0
25.9240880036,-80.2398481745,9000.0,925.0,1537.0,5589.8,38978.9,2850.3,55732.9,55732.9,832.1,36,0.0,4,4,143000.0
25.8361206672,-80.2264757569,3600.0,1097.0,715.0,1662.3,32857.5,8211.0,24255.9,24255.9,6742.3,55,0.0,8,2,90000.0
25.9195009132,-80.3362573174,7875.0,2890.0,25517.0,16581.7,70576.2,3465.9,70095.4,66756.6,3587.7,25,0.0,6,4,527500.0
25.6888341285,-80.4503279252,6300.0,2106.0,3380.0,9764.3,54481.0,46250.6,90584.2,45036.5,20108.4,21,0.0,5,4,347000.0
25.6571423001,-80.4429381249,5400.0,2619.0,0.0,6759.9,47604.1,36841.5,93103.2,44116.6,18569.4,4,0.0,2,4,360000.0
25.8724639502,-80.2678752954,8400.0,2068.0,19886.0,2446.2,48530.6,6020.2,42638.2,42638.2,18091.3,60,0.0,7,4,305000.0
25.5533553787,-80.3791102616,5147.0,2492.0,2391.0,5944.4,17923.2,6161.6,101729.2,53612.2,5382.0,1,0.0,5,4,334900.0
25.7148615297,-80.4461397179,9866.0,2145.0,20750.0,12844.9,58509.6,40216.4,86347.0,44693.2,20520.2,31,0.0,7,4,300000.0
25.8750409863,-80.2148799866,7950.0,1133.0,0.0,11143.9,31071.5,6398.6,36431.8,36431.8,1973.3,64,0.0,2,4,155000.0
25.6289252815,-80.3281101984,19200.0,1913.0,0.0,3908.8,8684.9,8678.9,69705.3,22075.0,16712.7,47,0.0,5,4,375000.0
25.557320872,-80.3718688881,7110.0,2096.0,4800.0,4958.4,16634.2,3947.6,99133.9,51340.0,2983.6,0,0.0,3,4,298000.0
25.696251826,-80.4485971787,4920.0,2247.0,1248.0,11072.9,55356.3,44249.6,89132.4,44577.1,19701.2,22,0.0,11,4,330000.0
25.838301342,-80.2247386991,3640.0,1072.0,358.0,889.5,33499.5,7243.7,24714.0,24714.0,6160.5,31,0.0,8,2,129000.0
25.8681149265,-80.304572201,7500.0,1575.0,4752.0,8555.3,54525.4,7641.7,49535.0,45602.5,5970.0,14,0.0,3,4,365000.0
25.728075612,-80.3298749043,6867.0,1417.0,1704.0,4138.4,27074.5,5390.4,48441.6,15332.1,3786.1,22,0.0,12,4,300000.0
25.7499055373,-80.2303561828,5900.0,1632.0,0.0,2321.2,5716.7,4763.2,15705.1,9266.2,6126.2,52,0.0,12,4,350000.0
25.707451549,-80.3914238065,49223.0,1459.0,842.0,14496.9,43400.9,26661.4,69968.8,26482.6,2589.6,61,0.0,10,2,480000.0
25.8952296039,-80.2256905302,9600.0,1711.0,6247.0,5710.9,34108.2,3500.8,44370.5,44370.5,5297.4,63,0.0,12,2,155000.0
25.6397811728,-80.3560446621,20963.0,3178.0,40926.0,5921.8,18652.0,16570.2,73175.9,22485.1,8839.9,63,0.0,8,4,595000.0
25.8699623535,-80.2943161616,9000.0,1802.0,10178.0,8324.0,53198.5,9712.8,47553.1,45237.4,9359.8,60,0.0,11,5,316500.0
25.9441079974,-80.1598131338,5650.0,1523.0,26728.0,3505.0,13276.1,1793.8,61754.6,56558.5,6218.7,21,0.0,10,4,285000.0
25.9557180746,-80.1542204804,8736.0,2665.0,32966.0,1979.4,11606.3,0.0,60177.6,60177.6,4550.7,41,0.0,9,5,455900.0
25.8130654813,-80.3044877325,9100.0,1188.0,2884.0,1062.8,37703.8,1511.4,39024.0,27499.8,5459.7,74,1.0,2,5,315000.0
25.7142391332,-80.2927533145,9196.0,1910.0,3074.0,3224.6,14317.5,3842.4,39931.3,11511.5,8247.7,30,0.0,8,4,445000.0
25.6551992267,-80.3484944846,15023.0,4154.0,45360.0,5773.7,19934.3,18364.6,67595.5,16630.1,7956.9,1,0.0,1,5,1312500.0
25.9219202214,-80.3264450448,8748.0,2418.0,2064.0,19184.1,67386.8,729.7,68655.7,66435.3,536.3,11,0.0,12,4,500000.0
25.8998820102,-80.2147065937,7500.0,1094.0,0.0,6194.4,30425.2,4883.5,45315.1,45315.1,1586.2,55,0.0,12,2,85000.0
25.711320721,-80.4612399397,9053.0,2496.0,1319.0,7739.8,61791.7,45269.9,91482.2,49326.9,24885.6,10,0.0,9,4,360000.0
25.6259441043,-80.3567030188,9204.0,1214.0,1346.0,5097.7,17090.0,11664.2,76862.7,26748.4,7257.8,35,0.0,2,2,210000.0
25.5945296039,-80.3513606835,11559.0,2318.0,41189.0,11619.5,13944.9,346.8,84281.8,36304.1,5876.4,58,0.0,11,4,320000.0
25.5744755648,-80.3459213864,11734.0,1943.0,31600.0,10047.7,13184.5,4375.1,89079.8,42720.8,5658.5,30,0.0,5,2,312000.0
25.7445288653,-80.2244016775,5250.0,2326.0,0.0,134.6,3544.4,2118.5,15633.2,11385.7,4550.7,11,0.0,12,5,800000.0
25.9386256109,-80.2858553185,8686.0,1561.0,2472.0,17539.5,54384.2,557.4,66313.0,66313.0,4816.7,57,0.0,4,4,235000.0
25.7666314508,-80.2920783462,4800.0,1014.0,3433.0,5247.1,22725.4,4119.4,32890.9,12579.9,6301.7,21,0.0,1,4,245000.0
25.6285396686,-80.4032986421,8865.0,1975.0,2840.0,326.8,32086.1,20145.1,87756.0,36708.2,6316.3,30,0.0,5,4,285000.0
25.4526320902,-80.4489233373,6617.0,2067.0,26320.0,11296.7,36300.4,24413.8,144862.2,96597.6,5409.0,12,0.0,1,2,246000.0
25.7640446177,-80.3824068912,4390.0,1336.0,1745.0,6624.2,47520.9,15365.0,62588.0,35606.1,936.5,35,0.0,6,5,193000.0
25.671682008,-80.4564422006,6994.0,2206.0,24070.0,7447.9,53625.8,43652.2,94800.1,47449.4,22339.5,17,0.0,10,4,375000.0
25.6035529941,-80.3675288192,10780.0,1746.0,7140.0,11819.3,19252.6,5358.4,85221.5,35563.9,3110.0,0,0.0,7,4,300000.0
25.7457122746,-80.2180962373,9000.0,2785.0,12706.0,496.8,2515.0,1912.0,13952.7,13355.8,2465.8,61,0.0,8,4,950000.0
25.6628665601,-80.3278273724,38507.0,2646.0,23839.0,2751.3,17739.3,14344.6,60605.8,10310.4,6262.5,21,0.0,10,2,869000.0
25.9430783596,-80.3264720552,4895.0,2110.0,6022.0,25654.6,67827.3,92.3,74749.4,73749.8,6917.6,29,0.0,11,4,358000.0
25.4664385273,-80.4264150589,4542.0,2397.0,3055.0,17212.5,28333.4,16965.6,136499.5,88826.2,5668.4,0,0.0,10,2,306000.0
25.7589203933,-80.3046967536,7495.0,1773.0,851.0,1025.9,24409.0,4617.3,37387.5,15486.2,5196.8,58,0.0,10,4,275000.0
25.5333493786,-80.3837720886,5204.0,2172.0,2416.0,13306.1,17296.3,11401.7,108496.9,60892.2,1134.6,0,0.0,11,4,319600.0
25.7256493235,-80.2958732697,10000.0,1782.0,14250.0,3664.5,15957.0,4060.5,38632.4,14639.4,7244.4,67,0.0,12,4,460000.0
25.7328801285,-80.4470158146,5000.0,3073.0,35113.0,14921.2,62948.1,38162.1,85181.7,46824.9,18477.4,14,0.0,2,4,395000.0
25.8344089055,-80.3731493001,2703.0,2267.0,1589.0,12657.5,59020.1,15952.8,62934.8,48642.3,4445.6,17,0.0,5,5,454700.0
25.7418786828,-80.3804832316,18300.0,2430.0,36942.0,14694.3,44318.5,16400.7,62942.1,29283.9,1165.5,48,0.0,11,4,457500.0
25.6817096968,-80.4487802918,4860.0,2517.0,656.0,10089.2,52829.7,44399.5,91049.8,44601.5,19683.9,20,0.0,8,4,358000.0
25.6582451609,-80.3999535645,8591.0,2465.0,2378.0,5123.6,34619.9,27839.9,80627.1,30491.2,4703.5,36,0.0,7,4,360000.0
25.8789761119,-80.3421822407,3066.0,1382.0,1488.0,4312.8,64403.8,2843.4,61615.0,54429.4,6173.7,28,0.0,3,5,245000.0
25.756876847,-80.2645746158,5650.0,1515.0,2767.0,8915.9,13771.1,8174.1,24692.6,3234.4,9638.0,7,0.0,5,4,589000.0
25.8790206591,-80.1802456719,8925.0,1254.0,29995.0,1181.8,19622.0,1520.3,37382.6,36006.2,9360.2,19,0.0,3,4,420000.0
25.7205375988,-80.3756316259,7500.0,1756.0,9174.0,13556.3,41295.1,20087.2,63536.0,23524.6,2694.8,59,0.0,7,2,285000.0
25.7414321456,-80.3772053856,17946.0,1104.0,4292.0,14821.8,43298.1,15578.8,61988.7,28404.1,2316.0,86,0.0,9,4,350000.0
25.5318395651,-80.3802557992,7987.0,3034.0,4000.0,13746.9,16079.4,11021.5,108267.6,60963.1,374.4,0,0.0,3,4,370100.0
25.5945227524,-80.3934931363,7575.0,1719.0,1394.0,8107.6,27870.8,10715.7,93515.5,43079.0,5853.1,27,0.0,6,2,245000.0
25.9249870853,-80.3467086254,6500.0,1974.0,33446.0,16503.0,74084.0,2108.2,73919.7,69980.7,1011.9,14,0.0,4,4,390000.0
25.7619465704,-80.2871259225,12000.0,3023.0,37731.0,6795.4,20360.2,6176.1,31469.1,10312.7,8011.7,30,0.0,1,5,1055000.0
25.7066522619,-80.3405387733,9270.0,2280.0,15776.0,1398.3,28708.3,13534.5,54860.6,11055.3,1654.1,31,0.0,5,4,455000.0
25.7039123103,-80.4561340092,5500.0,2623.0,24034.0,9462.4,58934.9,44968.3,90628.8,47302.7,22604.6,15,0.0,10,4,410000.0
25.7073141545,-80.4438633169,6939.0,2376.0,5834.0,13401.8,56266.2,40823.9,86378.7,43432.9,18986.0,16,0.0,11,4,359000.0
25.6110894726,-80.3878031226,7875.0,1438.0,180.0,4600.7,26051.1,12217.1,87977.1,37234.1,3117.3,16,0.0,4,2,217000.0
25.7308463947,-80.3391708051,8112.0,1312.0,16943.0,7060.7,30266.5,7569.1,50960.4,17535.1,6820.5,60,0.0,2,4,238500.0
25.8642185858,-80.2639147884,8000.0,997.0,5950.0,1202.3,46633.7,9074.4,39446.2,39446.2,18260.3,72,0.0,12,4,206000.0
25.6958112285,-80.2588134651,15950.0,4750.0,31803.0,9016.4,3405.4,205.3,36478.2,18105.0,19005.1,6,0.0,4,5,2650000.0
25.7276315379,-80.4111377317,7500.0,1135.0,0.0,19944.3,52957.4,27842.6,74042.9,35132.3,8901.5,36,0.0,5,5,255000.0
25.6237086601,-80.4455616186,12500.0,2725.0,2901.0,5243.6,45467.3,30282.3,100047.8,49408.4,20274.7,32,0.0,7,2,394000.0
25.6518761966,-80.3448246401,17360.0,4439.0,50127.0,4141.6,18216.5,16737.0,67485.1,16749.5,9653.6,6,0.0,2,5,895000.0
25.6408726498,-80.392536808,9072.0,1902.0,1379.0,212.2,29926.6,21163.1,82214.3,31225.8,2302.2,14,0.0,2,4,276000.0
25.9554218049,-80.3310175399,4383.0,1731.0,2595.0,28457.4,69677.4,1434.4,79263.2,78464.0,2591.7,14,0.0,10,4,327500.0
25.6998811976,-80.4078400964,7500.0,1343.0,2392.0,17062.5,45329.3,32802.1,76078.0,31329.5,6945.4,41,0.0,1,4,253000.0
25.9644833359,-80.2094738464,7500.0,1781.0,528.0,7951.3,29816.5,398.6,61038.7,61038.7,6467.1,54,0.0,8,4,225000.0
25.8549409513,-80.1772128935,6600.0,1138.0,998.0,2966.8,19118.8,501.5,28842.4,27935.8,10034.6,18,0.0,1,4,345000.0
25.9119818069,-80.3423519978,5253.0,2459.0,29000.0,13238.7,72457.7,5925.7,69544.4,65100.9,2253.5,23,0.0,4,4,410000.0
25.8194293337,-80.2112387094,5000.0,1033.0,1596.0,3134.1,25992.1,8674.8,16646.3,16646.3,1664.7,76,0.0,11,1,90000.0
25.6673421148,-80.3019536166,31798.0,3362.0,2090.0,6835.3,11677.1,5909.2,53477.9,8430.5,6039.6,55,0.0,3,2,760000.0
25.6729851132,-80.3115368709,17500.0,3283.0,50805.0,3199.0,15347.3,9149.1,54233.4,5556.9,2492.9,26,0.0,4,4,875000.0
25.8901281094,-80.3410904236,2700.0,1315.0,885.0,7896.2,67612.8,6230.2,63867.2,57796.8,2961.5,28,0.0,6,5,200000.0
25.83986148,-80.2794336576,3720.0,1904.0,4204.0,433.2,41401.5,4989.9,36600.4,33501.0,12661.8,39,0.0,2,4,260000.0
25.6060272418,-80.4401004942,7500.0,2553.0,327.0,3831.2,43193.3,25091.7,102341.1,51314.3,20424.3,1,0.0,7,4,389000.0
25.9481121764,-80.259697969,4012.0,1126.0,2648.0,15026.5,46063.0,1786.6,66065.1,66065.1,8124.1,36,0.0,5,4,140000.0
25.8538593914,-80.3123514103,6600.0,2295.0,8210.0,3564.0,51436.1,2028.5,48294.0,41777.1,3280.3,52,0.0,12,4,274000.0
25.8671478756,-80.1805701251,8850.0,2393.0,0.0,240.4,20076.1,1552.9,33063.1,32266.2,9074.9,63,0.0,5,4,575000.0
25.7260897105,-80.3042359484,7950.0,1530.0,5235.0,928.0,18673.5,3827.2,41009.2,13953.2,4512.5,41,0.0,3,4,325000.0
25.4662985464,-80.4320395183,5775.0,2095.0,2697.0,15368.9,30196.2,18822.7,137593.8,89661.5,4665.5,6,0.0,3,2,235000.0
25.6727593134,-80.4616379498,11262.0,2365.0,3187.0,5754.1,55357.7,45181.4,96203.2,49108.9,24049.3,19,0.0,8,4,349900.0
25.7741064773,-80.2247498201,3400.0,1026.0,595.0,5660.7,11587.3,2183.7,10560.1,10560.1,2987.0,84,0.0,3,2,110000.0
25.936303572,-80.1869780487,10125.0,2956.0,41034.0,2667.6,21939.7,3339.9,57984.3,56044.3,1848.0,21,0.0,6,4,476500.0
25.9563003079,-80.3369819379,5533.0,1419.0,29989.0,27680.4,71615.9,1917.5,80650.3,79384.8,1027.8,26,0.0,7,4,289900.0
25.7608599326,-80.2723048346,5900.0,1791.0,0.0,8733.9,16533.1,6851.2,26789.3,6027.7,8020.7,29,0.0,7,5,605000.0
25.5750694811,-80.3529998737,8250.0,1275.0,1853.0,7769.8,15396.6,2225.7,90259.8,43154.2,3454.8,21,0.0,12,2,207000.0
25.9063682732,-80.3415443278,5255.0,1812.0,31095.0,11674.9,72145.2,6885.6,67915.2,63120.4,2457.0,17,0.0,4,4,346000.0
25.4734433754,-80.4424683011,4000.0,1951.0,2979.0,12083.4,33594.6,22287.8,137500.1,88915.9,582.9,7,0.0,10,2,240000.0
25.9353423301,-80.1655851292,5550.0,1496.0,3260.0,4459.1,14917.8,1720.4,58300.6,53796.5,7528.9,21,0.0,4,2,209000.0
25.9298052385,-80.3371138709,7500.0,1188.0,4704.0,19759.8,71035.5,295.5,73111.8,70349.0,4247.7,26,0.0,2,4,295000.0
25.6587093595,-80.4276623914,5200.0,2390.0,648.0,7480.1,43073.3,33543.5,88398.4,39099.6,13539.1,21,0.0,7,4,335000.0
25.7061399586,-80.2716760051,10000.0,1827.0,1796.0,3431.4,7700.4,321.5,36446.5,15109.3,15040.9,51,0.0,7,4,832700.0
25.5322428112,-80.3831080146,5000.0,2172.0,2526.0,13680.6,17041.4,11540.4,108700.2,61183.9,699.6,0,0.0,6,4,300000.0
25.7437830312,-80.2337483998,6144.0,2040.0,1337.0,651.3,4064.6,3281.6,17987.2,8431.8,7538.6,29,0.0,4,4,475000.0
25.5594079378,-80.3547070697,3867.0,1327.0,0.0,8434.1,12849.0,1433.7,95265.6,48783.4,2633.2,8,0.0,10,4,220000.0
25.8359877246,-80.3670105894,5000.0,3539.0,28280.0,11058.9,57899.3,14197.7,61234.5,47464.2,6492.2,0,0.0,10,5,1195500.0
25.7256506103,-80.443494349,10016.0,2378.0,0.0,14748.3,60318.7,37892.0,84577.1,44865.2,19589.5,26,0.0,3,4,390000.0
25.9220460414,-80.1925658039,6300.0,970.0,3076.0,5237.4,23448.4,4343.7,52793.0,51899.5,4347.3,21,0.0,2,2,146000.0
25.9634564858,-80.1588351165,11250.0,2158.0,32864.0,2493.9,13169.2,1972.5,57498.6,57498.6,2168.3,46,0.0,5,2,355000.0
25.7589590846,-80.3129711548,6784.0,1572.0,610.0,1159.6,26629.4,2068.9,40072.6,18158.1,2528.3,67,0.0,3,4,265000.0
25.5732468089,-80.3875366061,3750.0,1217.0,0.0,3236.5,24277.6,4302.2,97861.3,48423.2,7692.6,10,0.0,4,2,189500.0
25.8723618727,-80.3409832945,3141.0,1314.0,4676.0,2266.4,62199.3,1239.4,59878.4,52164.2,5879.7,21,0.0,7,5,265000.0
25.6127384671,-80.4340382652,24527.0,2936.0,31605.0,3767.6,41259.7,24791.8,99237.6,48237.2,17779.2,29,0.0,5,2,415000.0
25.8374033547,-80.368849383,4000.0,3220.0,11332.0,10935.9,58697.3,14189.2,61987.1,48263.0,5908.0,3,0.0,9,5,700000.0
25.9574041541,-80.2560079135,7502.0,2185.0,2940.0,16203.9,45042.7,1567.1,68866.6,68866.6,5251.1,36,0.0,7,4,245000.0
25.4516277927,-80.4470228847,7340.0,2289.0,0.0,12034.6,35760.4,23786.1,144787.3,96622.5,6074.9,12,0.0,4,2,215000.0
25.7594147856,-80.2231473004,5250.0,1737.0,372.0,4618.5,6875.1,6651.1,11779.2,11779.2,5202.0,36,0.0,6,4,435000.0
25.8046641518,-80.331666378,4925.0,3855.0,39605.0,3973.6,41631.1,3439.1,46818.9,31225.3,3462.2,0,0.0,4,5,1015200.0
25.713438583,-80.3011356218,11000.0,1607.0,28039.0,1842.3,17070.3,6611.4,42390.4,9875.5,5472.7,12,0.0,10,4,588000.0
25.5773246265,-80.3354295012,6604.0,3096.0,25481.0,13611.5,9584.9,6002.7,86317.3,40990.7,9262.1,11,0.0,6,2,375000.0
25.6217321372,-80.4213928362,7512.0,2295.0,26662.0,2639.5,37491.7,23742.1,93982.9,42991.8,12749.5,26,0.0,12,4,350000.0
25.9718088515,-80.1361301575,4512.0,2633.0,0.0,3790.5,5860.7,1110.0,54222.0,54222.0,9607.5,15,0.0,2,5,897000.0
25.8363808947,-80.2866126773,8100.0,2202.0,0.0,71.6,41740.0,2494.1,37705.7,32802.3,11593.5,0,1.0,7,4,370000.0
25.6547044867,-80.3924496519,6366.0,3012.0,38422.0,2586.5,31842.9,25540.4,79260.3,28719.4,2102.6,11,0.0,11,4,479000.0
25.91152764,-80.1933508357,40041.0,2949.0,25063.0,7769.2,23570.4,1941.6,48866.5,48420.8,5387.7,21,0.0,7,2,404000.0
25.4429469096,-80.4851492294,7500.0,1603.0,9221.0,7512.1,48729.5,24490.1,154851.3,105594.5,4666.0,12,0.0,10,2,165000.0
25.9545742792,-80.3353568212,5757.0,1716.0,7020.0,27413.3,71033.7,2653.5,79821.8,78605.6,1843.9,27,0.0,6,4,302000.0
25.5567454251,-80.3460153162,6843.0,2789.0,2208.0,11378.9,10205.3,2159.7,94507.3,49018.2,5439.0,10,0.0,11,2,350000.0
25.5600110471,-80.3497414646,3250.0,1369.0,0.0,9761.1,11944.2,2347.7,94182.8,48153.5,4251.1,17,0.0,10,4,190000.0
25.9121061225,-80.3332676803,11293.0,2872.0,61448.0,14991.8,69460.6,3435.5,67472.8,63914.7,2705.3,36,0.0,8,4,433000.0
25.6769761367,-80.4596965788,7367.0,2970.0,33003.0,6439.6,55349.1,45727.3,95024.0,48292.8,23321.0,19,0.0,11,4,469900.0
25.4648659883,-80.4223934287,5000.0,2649.0,440.0,18575.3,27063.3,15617.4,136245.5,88801.1,6882.9,0,0.0,10,2,328000.0
25.7293720995,-80.250606997,5000.0,2079.0,38323.0,1781.3,3801.3,3369.3,25620.4,7747.1,14721.1,0,0.0,12,5,660000.0
25.6791525293,-80.4282737973,5555.0,1881.0,0.0,14774.7,46433.5,39361.1,85235.8,37931.6,12966.7,31,0.0,3,4,295000.0
25.5127603351,-80.4229638792,5728.0,2658.0,0.0,22059.9,27692.3,21282.4,122248.9,73299.9,3047.4,9,0.0,11,2,252000.0
25.7229315669,-80.4608940312,5251.0,1679.0,35392.0,9173.5,64163.5,43600.3,90364.8,50100.7,24032.9,8,0.0,5,4,340000.0
25.6834533443,-80.3296527392,19500.0,3926.0,29485.0,4041.4,22241.5,15830.9,56304.7,5563.5,4287.9,26,0.0,10,4,750000.0
25.6602816716,-80.3663348458,15000.0,2300.0,2860.0,2477.5,25570.2,24457.9,71040.7,20133.7,2234.5,47,0.0,5,2,401000.0
25.8427976298,-80.1870510443,7250.0,1160.0,0.0,445.6,22358.6,1219.0,24034.2,24034.2,6210.0,21,0.0,11,4,378000.0
25.5670278467,-80.3382269517,4268.0,2252.0,0.0,12692.1,10199.4,6608.6,89969.7,44825.8,8076.8,6,0.0,9,4,329000.0
25.877466654,-80.1283047443,8730.0,1953.0,809.0,14006.7,2606.3,485.5,42241.4,31492.3,23534.2,81,0.0,11,4,950000.0
25.5241926573,-80.3966359728,7650.0,1234.0,1530.0,17583.3,20521.9,16541.7,113682.6,65646.3,540.8,16,0.0,1,2,165000.0
25.9563731341,-80.3359707016,4750.0,1701.0,740.0,27873.8,71326.7,2255.3,80490.0,79302.7,1242.2,26,0.0,9,4,310000.0
25.5316388551,-80.3813411301,5000.0,2233.0,3640.0,13843.5,16435.7,11322.6,108548.0,61172.3,374.8,0,0.0,11,4,331000.0
